model_id,estimator,omitted_panel_id,omitted_case_id,omitted_province,omitted_city,omitted_exit_type,omitted_outcome,full_sample_elite_effect,leave_one_out_elite_effect,delta,absolute_delta,absolute_delta_relative_to_full_effect,sign_changed,matrix_rank,columns,converged,iterations,note,scaling_rule
matched_gold_historical_firth,firth_logit,gold_0037,expand_hen_luoyang_chengxiang,Henan,Luoyang,nominal_exit,0,0.05554090,0.05521657,-0.00032433,0.00032433,0.00583956,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0038,expand_js_zhangjiagang_chengtou,Jiangsu,Zhangjiagang,nominal_exit,0,0.05554090,0.05952397,0.00398307,0.00398307,0.07171417,False,2,2,True,10,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0039,expand_tj_jinnan_chengtou,Tianjin,Tianjin Jinnan,nominal_exit,0,0.05554090,0.05549348,-0.00004742,0.00004742,0.00085379,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0040,expand_ah_luan_chengtou,Anhui,Lu'an,nominal_exit,0,0.05554090,0.05517219,-0.00036872,0.00036872,0.00663866,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0041,expand_js_taizhou_chengtou,Jiangsu,Taizhou,nominal_exit,0,0.05554090,0.05533813,-0.00020278,0.00020278,0.00365097,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0042,expand_jx_jingdezhen_chengtou,Jiangxi,Jingdezhen,nominal_exit,0,0.05554090,0.05527384,-0.00026706,0.00026706,0.00480834,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0043,expand_hb_jingmen_chengtou,Hubei,Jingmen,nominal_exit,0,0.05554090,0.05520264,-0.00033826,0.00033826,0.00609034,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0044,expand_jx_shangrao_chengtou,Jiangxi,Shangrao,nominal_exit,0,0.05554090,0.05531743,-0.00022348,0.00022348,0.00402367,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0045,expand_js_huaian_touzi,Jiangsu,Huai'an,nominal_exit,0,0.05554090,0.05524716,-0.00029375,0.00029375,0.00528886,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0046,expand_hn_yiyang_jiaotou,Hunan,Yiyang,nominal_exit,0,0.05554090,0.05516615,-0.00037476,0.00037476,0.00674743,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0047,expand_js_xinghua_guotou,Jiangsu,Xinghua,nominal_exit,0,0.05554090,0.05533813,-0.00020278,0.00020278,0.00365097,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0048,expand_sc_leshan_guozi,Sichuan,Leshan,nominal_exit,0,0.05554090,0.05516524,-0.00037567,0.00037567,0.00676383,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0049,expand_sd_dezhou_deda,Shandong,Dezhou,nominal_exit,0,0.05554090,0.05528114,-0.00025976,0.00025976,0.00467691,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0050,expand_jx_fuzhou_guozi,Jiangxi,Fuzhou,nominal_exit,0,0.05554090,0.05543064,-0.00011027,0.00011027,0.00198535,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0051,sch_20260630_0155,Yunnan,Kunming,nominal_exit,0,0.05554090,0.05521154,-0.00032936,0.00032936,0.00593007,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0053,sch_20260630_0027,Anhui,Bozhou,nominal_exit,0,0.05554090,0.05515450,-0.00038640,0.00038640,0.00695712,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0054,sch_20260630_0055,Jiangxi,Shangrao,nominal_exit,0,0.05554090,0.05531743,-0.00022348,0.00022348,0.00402367,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0055,sch_20260630_0151,Hebei,Shijiazhuang,nominal_exit,0,0.05554090,0.05522734,-0.00031356,0.00031356,0.00564563,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0056,sch_20260630_0052,Jiangsu,Nanjing,nominal_exit,0,0.05554090,0.05568287,0.00014196,0.00014196,0.00255599,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0057,sch_20260630_0019,Jiangsu,Haian,nominal_exit,0,0.05554090,0.05516891,-0.00037200,0.00037200,0.00669769,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0058,sch_20260630_0142,Jiangsu,Gaochun,nominal_exit,0,0.05554090,0.05568287,0.00014196,0.00014196,0.00255599,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0059,sch_20260630_0068,Zhejiang,Jiaxing,nominal_exit,0,0.05554090,0.06712915,0.01158825,0.01158825,0.20864345,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0060,expand_gx_nanning_chengtou,Guangxi,Nanning,nominal_exit,0,0.05554090,0.05515793,-0.00038297,0.00038297,0.00689528,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0061,pilot_gd_001_alt_metro,Guangdong,Guangzhou,nominal_exit,0,0.05554090,0.05709576,0.00155486,0.00155486,0.02799478,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0062,pilot_js_001_alt_metro,Jiangsu,Nanjing,nominal_exit,0,0.05554090,0.05568287,0.00014196,0.00014196,0.00255599,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0064,sch_20260630_0015,Jiangsu,Xuzhou,nominal_exit,0,0.05554090,0.05516320,-0.00037770,0.00037770,0.00680041,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0067,sch_20260630_0051,Beijing,Beijing,nominal_exit,0,0.05554090,0.05601544,0.00047454,0.00047454,0.00854398,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0069,sch_20260630_0005,Hebei,Xingtai,nominal_exit,0,0.05554090,0.05522393,-0.00031698,0.00031698,0.00570711,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0070,sch_20260630_0048,Jiangsu,Changzhou,nominal_exit,0,0.05554090,0.05951736,0.00397646,0.00397646,0.07159509,False,2,2,True,10,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0071,sch_20260630_0046,Jiangsu,Xuzhou,nominal_exit,0,0.05554090,0.05516320,-0.00037770,0.00037770,0.00680041,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0072,sch_20260630_0014,Henan,Zhengzhou,nominal_exit,0,0.05554090,0.05524574,-0.00029516,0.00029516,0.00531427,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0075,sch_20260630_0006,Shandong,Jinan,nominal_exit,0,0.05554090,0.05581154,0.00027063,0.00027063,0.00487264,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0076,sch_20260630_0007,Jiangsu,Suzhou,nominal_exit,0,0.05554090,0.05952397,0.00398307,0.00398307,0.07171417,False,2,2,True,10,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0077,sch_20260630_0032,Anhui,Bozhou,nominal_exit,0,0.05554090,0.05515450,-0.00038640,0.00038640,0.00695712,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0078,sch_20260630_0057,Jiangsu,Changzhou,nominal_exit,0,0.05554090,0.05951736,0.00397646,0.00397646,0.07159509,False,2,2,True,10,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0079,sch_20260630_0033,Zhejiang,Shaoxing,nominal_exit,0,0.05554090,0.05668600,0.00114509,0.00114509,0.02061708,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0080,sch_20260630_0054,Hubei,Huangshi,nominal_exit,0,0.05554090,0.05520679,-0.00033411,0.00033411,0.00601566,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0083,sch_20260630_0013,Zhejiang,Jiaxing,nominal_exit,0,0.05554090,0.06712915,0.01158825,0.01158825,0.20864345,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0084,sch_20260630_0025,Guangdong,Guangzhou,nominal_exit,0,0.05554090,0.05709576,0.00155486,0.00155486,0.02799478,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0085,sch_20260630_0008,Zhejiang,Huzhou,nominal_exit,0,0.05554090,0.05642724,0.00088634,0.00088634,0.01595831,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0086,sch_20260630_0137,Jiangsu,Nantong,nominal_exit,0,0.05554090,0.05516891,-0.00037200,0.00037200,0.00669769,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0087,sch_20260630_0069,Jiangsu,Changzhou,nominal_exit,0,0.05554090,0.05951736,0.00397646,0.00397646,0.07159509,False,2,2,True,10,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0088,exp_20260703_0008,Shanxi,Jinzhong,nominal_exit,0,0.05554090,0.05523168,-0.00030922,0.00030922,0.00556751,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0089,exp2_20260703_0009,Jiangsu,Nanjing,nominal_exit,0,0.05554090,0.05568287,0.00014196,0.00014196,0.00255599,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0090,sch_20260630_0132,Shandong,Rizhao,nominal_exit,0,0.05554090,0.05520070,-0.00034021,0.00034021,0.00612535,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0091,sch_20260630_0175,Shandong,Qingdao,nominal_exit,0,0.05554090,0.05520240,-0.00033850,0.00033850,0.00609465,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0092,sch_20260630_0073,Jiangsu,Nantong,nominal_exit,0,0.05554090,0.05516891,-0.00037200,0.00037200,0.00669769,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0093,exp_20260703_0001,Anhui,Bengbu,nominal_exit,0,0.05554090,0.05517069,-0.00037022,0.00037022,0.00666568,False,2,2,True,9,,full-sample standardization retained after deletion
matched_gold_historical_firth,firth_logit,gold_0094,exp2_20260703_0001,Henan,Xuchang,nominal_exit,0,0.05554090,0.05531811,-0.00022279,0.00022279,0.00401132,False,2,2,True,9,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0001,pilot_sn_xian_hightech,Shaanxi,Xian,nominal_exit,0,0.00541842,0.00533833,-0.00008009,0.00008009,0.01478126,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0002,pilot_gd_001,Guangdong,Guangzhou,substantive_exit,1,0.00541842,-0.00299135,-0.00840976,0.00840976,1.55206995,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0003,pilot_zj_001,Zhejiang,Hangzhou,functional_transfer,1,0.00541842,0.01833237,0.01291395,0.01291395,2.38334414,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0004,pilot_sc_001,Sichuan,Chengdu,nominal_exit,0,0.00541842,0.00113487,-0.00428355,0.00428355,0.79055296,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0005,pilot_hn_002,Hunan,Zhuzhou,nominal_exit,0,0.00541842,0.00502277,-0.00039565,0.00039565,0.07301935,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0006,pilot_zj_002,Zhejiang,Ningbo,substantive_exit,1,0.00541842,0.00570743,0.00028901,0.00028901,0.05333908,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0007,pilot_zj_003,Zhejiang,Wenzhou,functional_transfer,1,0.00541842,0.01220182,0.00678340,0.00678340,1.25191501,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0008,pilot_js_004,Jiangsu,Xuzhou,nominal_exit,0,0.00541842,0.00354551,-0.00187291,0.00187291,0.34565679,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0009,pilot_hn_004,Hunan,Hengyang,nominal_exit,0,0.00541842,0.00540375,-0.00001467,0.00001467,0.00270794,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0010,pilot_sd_001,Shandong,Jinan,nominal_exit,0,0.00541842,0.00362880,-0.00178962,0.00178962,0.33028421,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0011,pilot_js_003,Jiangsu,Yancheng,nominal_exit,0,0.00541842,0.00324966,-0.00216876,0.00216876,0.40025714,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0012,pilot_gd_003,Guangdong,Foshan,functional_transfer,1,0.00541842,0.02151271,0.01609429,0.01609429,2.97029298,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0013,pilot_js_002,Jiangsu,Suzhou,nominal_exit,0,0.00541842,0.00997953,0.00456111,0.00456111,0.84177891,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0014,pilot_sd_002,Shandong,Qingdao,nominal_exit,0,0.00541842,-0.00210689,-0.00752531,0.00752531,1.38883932,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0015,pilot_sc_003,Sichuan,Luzhou,nominal_exit,0,0.00541842,0.00535059,-0.00006783,0.00006783,0.01251830,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0016,expand_sd_jinan_chengjian,Shandong,Jinan,nominal_exit,0,0.00541842,0.00362880,-0.00178962,0.00178962,0.33028421,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0017,expand_fj_fuzhou_chengtou,Fujian,Fuzhou,functional_transfer,1,0.00541842,-0.00123888,-0.00665729,0.00665729,1.22864156,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0019,expand_zj_yuyao_chengtou,Zhejiang,Yuyao,nominal_exit,0,0.00541842,0.00681960,0.00140118,0.00140118,0.25859535,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0020,expand_js_taizhou_jindong,Jiangsu,Taizhou,functional_transfer,1,0.00541842,0.02300536,0.01758694,0.01758694,3.24577001,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0021,expand_hlj_harbin_chengtou,Heilongjiang,Harbin,nominal_exit,0,0.00541842,0.00619833,0.00077991,0.00077991,0.14393656,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0022,expand_hb_xiaogan_chengtou,Hubei,Xiaogan,functional_transfer,1,0.00541842,-0.00638812,-0.01180654,0.01180654,2.17896368,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0023,expand_tj_jinghai_chengtou,Tianjin,Jinghai,nominal_exit,0,0.00541842,0.00544982,0.00003141,0.00003141,0.00579600,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0025,expand_zj_wenling_guotou,Zhejiang,Wenling,functional_transfer,1,0.00541842,0.00290265,-0.00251576,0.00251576,0.46429872,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0026,expand_js_yixing_chengfa,Jiangsu,Yixing,functional_transfer,1,0.00541842,0.00474153,-0.00067689,0.00067689,0.12492356,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0027,expand_fj_fuzhou_guozi,Fujian,Fuzhou,functional_transfer,1,0.00541842,-0.00123888,-0.00665729,0.00665729,1.22864156,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0028,expand_js_zhenjiang_industry,Jiangsu,Zhenjiang,nominal_exit,0,0.00541842,-0.00386472,-0.00928314,0.00928314,1.71325607,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0029,expand_js_jiangning_guozi,Jiangsu,Nanjing Jiangning,nominal_exit,0,0.00541842,0.00277080,-0.00264762,0.00264762,0.48863301,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0030,expand_js_changshu_invest,Jiangsu,Changshu,functional_transfer,1,0.00541842,-0.00945049,-0.01486890,0.01486890,2.74414126,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0031,expand_ah_suzhou_chengtou,Anhui,Suzhou,nominal_exit,0,0.00541842,0.00541426,-0.00000416,0.00000416,0.00076813,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0032,expand_hb_huangshi_chengfa,Hubei,Huangshi,nominal_exit,0,0.00541842,0.00088613,-0.00453228,0.00453228,0.83645876,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0033,expand_js_yancheng_chengnan,Jiangsu,Yancheng,nominal_exit,0,0.00541842,0.00540928,-0.00000914,0.00000914,0.00168606,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0034,expand_js_suzhou_xiangcheng,Jiangsu,Suzhou Xiangcheng,nominal_exit,0,0.00541842,0.01024562,0.00482720,0.00482720,0.89088787,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0035,expand_sd_linyi_chengtou,Shandong,Linyi,nominal_exit,0,0.00541842,0.00551219,0.00009377,0.00009377,0.01730528,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0036,expand_jx_jian_chengtou,Jiangxi,Ji'an,nominal_exit,0,0.00541842,0.00568905,0.00027063,0.00027063,0.04994719,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0037,expand_hen_luoyang_chengxiang,Henan,Luoyang,nominal_exit,0,0.00541842,0.00474186,-0.00067655,0.00067655,0.12486194,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0038,expand_js_zhangjiagang_chengtou,Jiangsu,Zhangjiagang,nominal_exit,0,0.00541842,0.01024562,0.00482720,0.00482720,0.89088787,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0039,expand_tj_jinnan_chengtou,Tianjin,Tianjin Jinnan,nominal_exit,0,0.00541842,0.00544982,0.00003141,0.00003141,0.00579600,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0041,expand_js_taizhou_chengtou,Jiangsu,Taizhou,nominal_exit,0,0.00541842,0.00073846,-0.00467996,0.00467996,0.86371267,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0042,expand_jx_jingdezhen_chengtou,Jiangxi,Jingdezhen,nominal_exit,0,0.00541842,0.00542516,0.00000675,0.00000675,0.00124508,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0044,expand_jx_shangrao_chengtou,Jiangxi,Shangrao,nominal_exit,0,0.00541842,0.00588705,0.00046863,0.00046863,0.08648921,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0045,expand_js_huaian_touzi,Jiangsu,Huai'an,nominal_exit,0,0.00541842,0.00434314,-0.00107528,0.00107528,0.19844930,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0046,expand_hn_yiyang_jiaotou,Hunan,Yiyang,nominal_exit,0,0.00541842,0.00528187,-0.00013655,0.00013655,0.02520089,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0047,expand_js_xinghua_guotou,Jiangsu,Xinghua,nominal_exit,0,0.00541842,0.00471077,-0.00070765,0.00070765,0.13060055,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0049,expand_sd_dezhou_deda,Shandong,Dezhou,nominal_exit,0,0.00541842,0.00554912,0.00013070,0.00013070,0.02412157,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0050,expand_jx_fuzhou_guozi,Jiangxi,Fuzhou,nominal_exit,0,0.00541842,0.00512164,-0.00029678,0.00029678,0.05477282,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0051,sch_20260630_0155,Yunnan,Kunming,nominal_exit,0,0.00541842,0.00424197,-0.00117645,0.00117645,0.21712057,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0053,sch_20260630_0027,Anhui,Bozhou,nominal_exit,0,0.00541842,0.00542345,0.00000503,0.00000503,0.00092883,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0054,sch_20260630_0055,Jiangxi,Shangrao,nominal_exit,0,0.00541842,0.00588705,0.00046863,0.00046863,0.08648921,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0056,sch_20260630_0052,Jiangsu,Nanjing,nominal_exit,0,0.00541842,-0.00379914,-0.00921755,0.00921755,1.70115235,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0057,sch_20260630_0019,Jiangsu,Haian,nominal_exit,0,0.00541842,0.00415695,-0.00126146,0.00126146,0.23281026,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0058,sch_20260630_0142,Jiangsu,Gaochun,nominal_exit,0,0.00541842,0.00277080,-0.00264762,0.00264762,0.48863301,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0059,sch_20260630_0068,Zhejiang,Jiaxing,nominal_exit,0,0.00541842,0.02093313,0.01551471,0.01551471,2.86332802,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0060,expand_gx_nanning_chengtou,Guangxi,Nanning,nominal_exit,0,0.00541842,0.00524752,-0.00017089,0.00017089,0.03153942,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0061,pilot_gd_001_alt_metro,Guangdong,Guangzhou,nominal_exit,0,0.00541842,0.00762795,0.00220953,0.00220953,0.40778114,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0062,pilot_js_001_alt_metro,Jiangsu,Nanjing,nominal_exit,0,0.00541842,-0.00379914,-0.00921755,0.00921755,1.70115235,True,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0064,sch_20260630_0015,Jiangsu,Xuzhou,nominal_exit,0,0.00541842,0.00541505,-0.00000337,0.00000337,0.00062186,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0067,sch_20260630_0051,Beijing,Beijing,nominal_exit,0,0.00541842,0.00312717,-0.00229125,0.00229125,0.42286337,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0070,sch_20260630_0048,Jiangsu,Changzhou,nominal_exit,0,0.00541842,0.01084946,0.00543104,0.00543104,1.00233016,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0071,sch_20260630_0046,Jiangsu,Xuzhou,nominal_exit,0,0.00541842,0.00354551,-0.00187291,0.00187291,0.34565679,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0072,sch_20260630_0014,Henan,Zhengzhou,nominal_exit,0,0.00541842,0.00544144,0.00002302,0.00002302,0.00424887,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0075,sch_20260630_0006,Shandong,Jinan,nominal_exit,0,0.00541842,0.00550969,0.00009127,0.00009127,0.01684394,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0076,sch_20260630_0007,Jiangsu,Suzhou,nominal_exit,0,0.00541842,0.01024562,0.00482720,0.00482720,0.89088787,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0077,sch_20260630_0032,Anhui,Bozhou,nominal_exit,0,0.00541842,0.00542345,0.00000503,0.00000503,0.00092883,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0078,sch_20260630_0057,Jiangsu,Changzhou,nominal_exit,0,0.00541842,0.01084946,0.00543104,0.00543104,1.00233016,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0079,sch_20260630_0033,Zhejiang,Shaoxing,nominal_exit,0,0.00541842,0.00641532,0.00099691,0.00099691,0.18398452,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0080,sch_20260630_0054,Hubei,Huangshi,nominal_exit,0,0.00541842,0.00434294,-0.00107548,0.00107548,0.19848573,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0083,sch_20260630_0013,Zhejiang,Jiaxing,nominal_exit,0,0.00541842,0.02093313,0.01551471,0.01551471,2.86332802,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0084,sch_20260630_0025,Guangdong,Guangzhou,nominal_exit,0,0.00541842,0.00726267,0.00184425,0.00184425,0.34036689,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0085,sch_20260630_0008,Zhejiang,Huzhou,nominal_exit,0,0.00541842,0.01216158,0.00674316,0.00674316,1.24448906,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0086,sch_20260630_0137,Jiangsu,Nantong,nominal_exit,0,0.00541842,0.00415695,-0.00126146,0.00126146,0.23281026,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0087,sch_20260630_0069,Jiangsu,Changzhou,nominal_exit,0,0.00541842,0.01084946,0.00543104,0.00543104,1.00233016,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0088,exp_20260703_0008,Shanxi,Jinzhong,nominal_exit,0,0.00541842,0.00611328,0.00069486,0.00069486,0.12824047,False,8,8,True,1,,full-sample standardization retained after deletion
complete_control_adjusted_lpm,lpm,gold_0089,exp2_20260703_0009,Jiangsu,Nanjing,nominal_exit,0,0.00541842,0.00277080,-0.00264762,0.00264762,0.48863301,False,8,8,True,1,,full-sample standardization retained after deletion
