c_addr_id,addr_name,addr_name_chn,c_admin_type,c_admin_cat_code,x_coord,y_coord,CHGIS_PT_ID,elite_persons,jinshi_persons,juren_persons,ming_persons,qing_persons,first_entry_year,last_entry_year
7807,Sha Xian,沙縣,Xian,21,117.781792,26.39761,40317,12,6,6,0,12,1655,1754
7309,Hengshui,衡水,Xian,21,115.70572662,37.726161957,9,12,6,8,0,12,1658,1874
8314,Lingling,零陵,Xian,21,111.61256409,26.210338593,730,12,6,6,0,12,1625,1876
7783,Xiapu,霞浦,Xian,21,119.99039459,26.883462906,40220,12,6,6,0,12,1713,1826
7887,Yugan,餘干,Xian,21,116.68195343,28.691545486,41171,12,6,6,0,12,1737,1874
8998,Luochuan,洛川,Xian,21,109.42742157,35.761604309,946,12,5,8,0,12,1646,1874
8682,Pi Xian,郫縣,Xian,21,103.88877106,30.807073593,1223,12,5,7,0,12,1752,1833
8807,Fengdu,酆都,Xian,21,107.71456146,29.887395859,1281,12,5,7,0,12,1712,1892
8756,Nanbu,南部,Xian,21,106.05858612,31.359615326,1204,12,4,8,0,12,1659,1863
20302,Ning Zhou,寧州,Zhou,215,102.927681,24.197353,1593,12,2,10,0,12,1772,1772
7296,Xingtang,行唐,Xian,21,114.54360962,38.436069489,138,12,2,11,0,12,1792,1903
8708,Xichang,西昌,Xian,21,102.2655,27.89835,122896,12,2,10,0,12,1754,1865
8745,Deyang,德陽,Xian,21,104.39100647,31.132371902,1196,12,1,11,0,12,1798,1868
6838,Sizhou Fu Zhixiadifang,思州府直轄地方,Zhixiadifang,213,108.73945618,27.216144562,9573,12,1,11,0,12,1696,1696
6822,Shunning,順寧,Xian,21,99.910980225,24.591814041,1585,12,1,11,0,12,1820,1820
9002,Binzhou Zhilizhou Zhixiadifang,邠州直隸州直轄地方,Zhixiadifang,213,108.07798767,35.039657593,9661,12,0,12,0,12,1687,1693
8811,Youyang Zhilizhou Zhixiadifang,酉陽直隸州直轄地方,Zhixiadifang,213,108.76599884,28.841646194,9724,12,0,12,0,12,,
8415,Shaozhou Fu,韶州府,Fu,62,113.60341644,24.810209274,9545,12,0,12,0,12,,
4443,Jiaohe,交河,Xian,21,116.285118,38.017044,44874,11,11,8,11,0,1397,1577
4560,Quanjiao,全椒,Xian,21,118.264374,32.098347,43395,11,11,8,11,0,1442,1622
4872,Lijin,利津,Xian,21,118.255593,37.49131,85545,11,11,3,11,0,1466,1634
4420,Boye,博野,Xian,21,115.459084,38.457569,44753,11,11,8,11,0,1433,1628
4419,Tang Xian,唐縣,Xian,21,114.969154,38.741493,44762,11,11,6,11,0,1388,1616
4423,Wan Xian,完縣,Xian,21,115.123581,38.833225,44773,11,11,8,11,0,1415,1580
5292,Ning Zhou,寧州,Zhou,215,107.9305,35.50143,249,11,11,9,11,0,1475,1610
5437,Ning Xian,寧縣,Xian,21,114.559631,29.038708,41124,11,11,7,11,0,1388,1544
5047,Ningling,寧陵,Xian,21,115.315368,34.445976,82086,11,11,4,11,0,1404,1637
5111,Song Xian,嵩縣,Xian,21,112.087547,34.147213,82934,11,11,8,11,0,1475,1634
4815,Guangchang,廣昌,Xian,21,114.688774,39.354015,44948,11,11,2,11,0,1415,1643
4928,Chaocheng,朝城,Xian,21,115.578598,36.055676,85100,11,11,6,11,0,1415,1622
5905,Yongchuan,永川,Xian,21,105.964344,29.234774,44709,11,11,7,11,0,1466,1643
7843,Yongchun Zhilizhou,永春直隸州,Zhilizhou,212,118.28717041,25.325790405,32020,11,11,0,0,11,1670,1890
5310,Qingjian,清澗,Xian,21,110.125702,37.096619,70272,11,11,6,11,0,1448,1634
303343,Yingzhou,潁州,Zhou,215,115.80901,32.90306,,11,11,3,11,0,1580,1628
4734,Yu Xian,盂縣,Xian,21,113.4129715,38.090957642,1102,11,11,5,11,0,1421,1616
303350,Yuzhou,禹州,Zhou,215,111.16557312,32.668151855,,11,11,6,11,0,1577,1622
7743,Fanchang,繁昌,Xian,21,118.1942749,31.09056282,1676,11,11,0,0,11,1652,1903
5064,Linying,臨穎,Xian,21,113.93392,33.85149,,11,11,10,11,0,1397,1556
8259,Jingmen Zhilizhou,荊門直隸州,Zhilizhou,212,112.19841766,31.028728485,9605,11,11,1,0,11,1647,1868
4859,Laiwu,萊蕪,Xian,21,117.660569,36.204097,45056,11,11,2,11,0,1424,1634
4407,Ji Zhou,薊州,Zhou,215,117.40181732,40.043861389,88213,11,11,8,11,0,1454,1628
5671,Dao Zhou,道州,Zhou,215,111.59088135,25.531356812,41988,11,11,8,11,0,1404,1610
4700,Liao Zhou,遼州,Zhou,215,113.36811066,37.074279785,94031,11,11,5,11,0,1448,1643
5637,Shaoyang,邵陽,Xian,21,111.474937,27.249315,42021,11,11,5,11,0,1385,1625
8117,Yancheng,郾城,Xian,21,113.99039459,33.5962677,596,11,11,1,0,11,1646,1889
4845,Changshan,長山,Xian,21,117.864911,36.882379,45067,11,11,5,11,0,1385,1640
4585,Lingbi,靈璧,Xian,21,117.551811,33.545761,43270,11,11,10,11,0,1400,1622
4730,Jiaocheng,交城,Xian,21,112.156273,37.544411,95570,11,10,6,11,0,1442,1637
4549,Liuhe,六合,Xian,21,118.837898,32.348419,40560,11,10,5,11,0,1385,1643
5759,Hejiang,合江,Xian,21,105.826729,28.812002,96037,11,10,7,11,0,1553,1628
4789,Yuanqu,垣曲,Xian,21,111.87706,35.096607,95261,11,10,3,11,0,1385,1622
5288,Anhua,安化,Xian,21,107.876,36.00517,233,11,10,6,11,0,1408,1628
5497,Xiajiang,峽江,Xian,21,115.147278,27.553688,40956,11,10,5,11,0,1508,1643
4571,Huaiyuan,懷遠,Xian,21,117.196414,32.965703,43387,11,10,6,11,0,1400,1589
4433,Xin'an,新安,Xian,21,115.928207,38.925182,44786,11,10,5,11,0,1417,1613
5831,Xindu,新都,Xian,21,104.160545,30.83139,44418,11,10,7,11,0,1442,1577
5477,Dongxiang,東鄉,Xian,21,116.606102,28.232292,41005,11,10,5,10,1,1538,1625
5750,Rong Xian,榮縣,Xian,21,104.420372,29.463898,96086,11,10,7,11,0,1404,1625
5986,Yongfu,永福,Xian,21,118.934105,25.867622,40212,11,10,5,11,0,1371,1625
4867,Haifeng,海豐,Xian,21,117.601212,37.740623,85565,11,10,6,11,0,1418,1631
4559,Chu Zhou,滁州,Zhou,215,118.30416107,32.316993713,33532,11,10,9,11,0,1394,1592
4948,Fushan,福山,Xian,21,121.260529,37.493282,85424,11,10,7,11,0,1436,1600
4441,Suning,肅寧,Xian,21,115.83181,38.431767,44866,11,10,7,11,0,1464,1628
4913,Shen Xian,莘縣,Xian,21,115.665085,36.236708,45344,11,10,8,11,0,1478,1625
4946,Penglai,蓬萊,Xian,21,120.7405014,37.804515839,1017,11,10,7,11,0,1472,1643
5193,Lantian,藍田,Xian,21,109.321556,34.153698,70756,11,10,7,11,0,1481,1622
8156,Zhenping,鎮平,Xian,21,112.2348175,33.038555145,590,11,10,1,0,11,1742,1894
4384,Shunyi,順義,Xian,21,116.6414032,40.127552032,98,11,10,8,11,0,1445,1565
8015,Dingtao,定陶,Xian,21,115.56661987,35.073986053,1048,11,9,2,0,11,1658,1853
7824,Changtai,長泰,Xian,21,117.75054932,24.620479584,40339,11,9,2,0,11,1649,1845
8123,Lushan,魯山,Xian,21,112.90193939,33.737117767,591,11,9,2,0,11,1739,1859
8803,Dazhu,大竹,Xian,21,107.2035,30.73688,122768,11,8,3,0,11,1670,1876
8448,Huilai,惠來,Xian,21,116.28851318,23.039129257,304,11,8,3,0,11,1670,1799
8164,Yu Zhou,裕州,Zhou,215,112.99250793,33.26007843,589,11,8,3,0,11,1694,1898
7563,Jiangpu,江浦,Xian,21,118.61759949,32.064868927,40562,11,7,4,0,11,1649,1838
7347,Qingfeng,清豐,Xian,21,115.11003876,35.9087677,42,11,7,4,0,11,1659,1877
7781,Luoyuan,羅源,Xian,21,119.5449295,26.490907669,40204,11,7,4,0,11,1661,1876
7291,Zanhuang,贊皇,Xian,21,114.37698364,37.662654877,130,11,7,4,0,11,1724,1844
8954,Hu Xian,鄠縣,Xian,21,108.60389709,34.111820221,928,11,7,5,0,11,1659,1871
8081,Yanling,鄢陵,Xian,21,114.195343,34.107433,574,11,7,5,0,11,1655,1667
9064,Zhenfan,鎮番,Xian,21,103.0888443,38.625671387,219,11,7,4,0,11,1730,1885
7003,Jing'an,靖安,Xian,21,122.84001923,45.611713409,123086,11,7,4,0,11,1737,1895
8439,Longchuan,龍川,Xian,21,115.186172,24.060003,283,11,7,4,0,11,1733,1802
8155,Neixiang,內鄉,Xian,21,111.83859253,33.050231934,586,11,6,6,0,11,1654,1904
5120,Tang Xian,唐縣,Xian,21,112.832519,32.697708,82643,11,6,10,11,0,1411,1580
8459,Ding'an,定安,Xian,21,110.31812,19.70247,333,11,6,6,0,11,1721,1845
6813,En'an,恩安,Xian,21,103.71525574,27.34327507,1543,11,6,7,0,11,1826,1886
8626,Lipu,荔浦,Xian,21,110.3911972,24.496013641,385,11,6,6,0,11,1705,1871
8121,Jia Xian,郟縣,Xian,21,113.20340729,33.972053528000004,595,11,6,6,0,11,1648,1852
7748,Taiping,太平,Xian,21,118.19132996,30.309417725,1693,11,5,6,0,11,,
20321,Wenshan,文山,Xian,21,104.23555,23.376131,1617,11,5,6,0,11,1805,1898
7157,Yimen,易門,Xian,21,102.14976501,24.672620773,1598,11,5,6,0,11,1724,1876
7582,Taoyuan,桃源,Xian,21,118.65459442,33.685890198,760,11,5,7,0,11,1661,1862
5182,Yulin Wei,榆林衛,Wei,176,109.75387,38.29471,,11,5,10,11,0,1519,1571
8441,Haikang,海康,Xian,21,110.08791351,20.901958466,328,11,5,6,0,11,1694,1890
8968,Tongguan Ting,潼關廳,Ting,160,110.27365112,34.598808289,955,11,5,6,0,11,1805,1898
5505,Yudu,雩都,Xian,21,115.409363,25.954086,40839,11,5,9,11,0,1385,1639
8691,Jiajiang,夾江,Xian,21,103.57241821,29.741359711,1257,11,4,7,0,11,1670,1847
8328,Leiyang,耒陽,Xian,21,112.84688568,26.41506958,734,11,3,8,0,11,1727,1892
7158,Lufeng,祿豐,Xian,21,102.08010101,25.147397995,1566,11,2,9,0,11,1737,1841
7489,Baode Zhilizhou Zhixiadifang,保德直隸州直轄地方,Zhixiadifang,213,111.07948303,39.01240921,9681,11,0,11,0,11,1783,1783
8288,Yongsui Zhiliting,永綏直隸廳,Zhiliting,211,109.48750305,28.587791443,9618,11,0,11,0,11,,
8363,Yongshun Fu,永順府,Fu,62,109.85260773,29.005901337,9614,11,0,11,0,11,,
8357,Lizhou Zhilizhou Zhixiadifang,澧州直隸州直轄地方,Zhixiadifang,213,111.75698853,29.640151978,9615,11,0,11,0,11,1760,1760
700008,ji yuan,濟源,Xian,21,112.5826721,35.09243774,,11,0,11,0,11,1795,1795
20016,Taiwan Fu,臺灣府,Fu,62,120.20026398,23.004150391,32025,11,0,11,0,11,,
5038,Zhongmou,中牟,Xian,21,114.026253,34.732094,44364,10,10,6,10,0,1394,1625
7488,Baode Zhilizhou,保德直隸州,Zhilizhou,212,111.07948303,39.01240921,9681,10,10,0,0,10,1527,1871
4520,Nanle,南樂,Xian,21,115.197624,36.077473,87808,10,10,6,10,0,1371,1619
4679,Nanling,南陵,Xian,21,118.332405,30.924437,41318,10,10,3,10,0,1481,1643
6052,Nanjing,南靖,Xian,21,117.505692,24.572994,40336,10,10,3,10,0,1385,1640
4932,Boxing,博興,Xian,21,118.127701,37.135395,85247,10,10,5,10,0,1397,1619
8958,Shangzhou Zhilizhou,商州直隸州,Zhilizhou,212,109.9324646,33.86989212,9665,10,10,1,0,10,1669,1894
4869,Shanghe,商河,Xian,21,117.157547,37.308677673,1005,10,10,4,10,0,1427,1616
5917,Dianjiang,墊江,Xian,21,107.356194,30.323742,44546,10,10,4,10,0,1487,1643
6072,Zengcheng,增城,Xian,21,113.829155,23.292559,42214,10,10,7,10,0,1457,1616
4801,Datong Fu,大同府,Fu,62,113.29638672,40.092838287,115139,10,10,9,10,0,1421,1610
4765,Taiping,太平,Xian,21,111.274063,35.813309,95733,10,10,7,10,0,1406,1601
4666,Taihu,太湖,Xian,21,116.265076,30.420059,43008,10,10,7,10,0,1466,1634
5105,Mengjin,孟津,Xian,21,112.707137,34.811684,82957,10,10,7,10,0,1371,1643
5846,Chongqing Zhou,崇慶州,Zhou,215,103.67260742,30.636564255,1228,10,10,6,10,0,1418,1628
7751,Guangde Zhilizhou,廣德直隸州,Zhilizhou,212,119.4201889,30.894685745,32464,10,10,0,0,10,1682,1903
4862,Deping,德平,Xian,21,116.95788,37.463477,45112,10,10,9,9,1,1406,1610
8805,Zhongzhou Zhilizhou,忠州直隸州,Zhilizhou,212,108.03157806,30.298578262,9715,10,10,0,0,10,1697,1890
4678,Jingde,旌德,Xian,21,118.538772,30.291025,41307,10,10,7,10,0,1472,1622
6398,Kunming,昆明,Xian,21,102.71035004,25.045913696,1568,10,10,2,10,0,1394,1643
8119,Ruzhou Zhilizhou,汝州直隸州,Zhilizhou,212,112.83702087,34.161762238,9594,10,10,0,0,10,1646,1838
5659,Yuanling,沅陵,Xian,21,110.396965,28.458191,41796,10,10,7,10,0,1404,1622
8110,Shenqiu,沈丘,Xian,21,115.14199829,33.179000854,605,10,10,0,0,10,1652,1715
6029,Qingliu,清流,Xian,21,116.81414,26.163521,40287,10,10,6,10,0,1404,1631
5849,Han Zhou,漢州,Zhou,215,104.2830658,30.981309891,1233,10,10,4,10,0,1469,1610
4462,Huolu,獲鹿,Xian,21,114.307724,38.083111,44972,10,10,5,10,0,1421,1598
4532,Lulong,盧龍,Xian,21,118.861954,39.877323,88307,10,10,6,10,0,1457,1625
300346,Suiyang wei,睢陽衛,Wei,176,0.0,0.0,,10,10,3,10,0,1487,1643
4773,Linjin,臨晉,Xian,21,110.551643,35.097809,95469,10,10,3,10,0,1535,1634
5537,Xingning,興寧,Xian,21,113.400673,25.969877,41697,10,10,6,10,0,1418,1514
4941,Ju Zhou,莒州,Zhou,215,118.83441925,35.581886292,1068,10,10,4,10,0,1385,1637
5132,Ye Xian,葉縣,Xian,21,113.345528,33.623302,82812,10,10,8,10,0,1439,1580
20063,Mongol Bordered Blue Mongol Banner,蒙古鑲藍旗,Baqi,9,,,,10,10,0,0,10,1748,1903
4812,Yu Zhou,蔚州,Zhou,215,114.56905365,39.84054184,88273,10,10,5,10,0,1448,1619
5184,Xi'an Fu,西安府,Fu,62,108.94420624,34.266605377,9659,10,10,10,10,0,1371,1610
5059,Xihua,西華,Xian,21,114.524445,33.793056,82039,10,10,1,10,0,1385,1643
6037,Shaowu Fu,邵武府,Fu,62,117.48339844,27.337692261,32021,10,10,1,10,0,1385,1598
4843,Zouping,鄒平,Xian,21,117.72535,36.884702,45045,10,10,6,9,1,1385,1659
5218,Liquan,醴泉,Xian,21,108.416565,34.489967,70819,10,10,6,10,0,1490,1637
5370,Jinhua Fu,金華府,Fu,62,119.6499176,29.104711533,32165,10,10,1,10,0,1391,1559
300401,Zhenhai wei,鎮海衛,Wei,176,118.09714,24.254719,,10,10,7,10,0,1499,1643
4457,Yanshan,鹽山,Xian,21,117.22554,38.055328,44930,10,10,7,10,0,1411,1598
4540,Nanjing,南京,capital,14,118.76898956,32.052562714,,10,9,9,10,0,1448,1601
4563,Xu Zhou,徐州,Zhou,215,117.18768311,34.269634247,33321,10,9,9,9,1,1433,1630
4708,Lu Zhou,潞州,Zhou,215,113.10349274,36.183540344,94067,10,9,8,10,0,1371,1532
7975,Putai,蒲臺,Xian,21,118.02375031,37.36812973,1013,10,9,1,0,10,1659,1892
8194,Shanzhou Zhilizhou,陝州直隸州,Zhilizhou,212,111.14243317,34.783973694,9602,10,9,1,0,10,1658,1865
8999,Zhongbu,中部,Xian,21,109.26381683,35.589473724,944,10,8,2,0,10,1647,1820
7738,Lai'an,來安,Xian,21,118.42687225,32.452388763,1720,10,8,3,0,10,1801,1883
7696,Chao Xian,巢縣,Xian,21,117.86484528,31.601736069,1672,10,8,2,0,10,1652,1894
8812,Xiushan,秀山,Xian,21,108.98787689,28.450328827,1301,10,8,3,0,10,1808,1898
7000,Liquan,醴泉,Xian,21,121.33513641,45.414402008,19740,10,8,2,0,10,1691,1886
7849,Xianyou,仙遊,Xian,21,118.68367004,25.364557266,40300,10,7,3,0,10,1652,1871
7522,Nanhui,南匯,Xian,21,121.75189972,31.05532074,40480,10,7,5,0,10,1748,1890
8082,Weishi,尉氏,Xian,21,114.18077087,34.413452148,576,10,7,3,0,10,1679,1858
8692,Hongya,洪雅,Xian,21,103.3697052,29.912813187,1259,10,7,3,0,10,1730,1895
8425,Wuchuan,吳川,Xian,21,110.68260193,21.350585938,324,10,6,4,0,10,1757,1853
7786,Ningde,寧德,Xian,21,119.51727295,26.661216736,40223,10,6,4,0,10,1724,1898
9013,Fufeng,扶風,Xian,21,107.86849213,34.361824036,1743,10,6,5,0,10,1659,1853
8672,Xinjin,新津,Xian,21,103.81093597,30.423536301,1231,10,6,5,0,10,1747,1892
6787,Jin Xian,金縣,Xian,21,104.10787201,35.846820831,242,10,6,4,0,10,1820,1904
7124,Jingyuan,靖遠,Xian,21,104.68428802,36.565273285,210,10,6,4,0,10,1805,1903
8358,Anxiang,安鄉,Xian,21,112.16739655,29.408679962,692,10,5,5,0,10,1673,1826
8127,She Xian,涉縣,Xian,21,113.6703949,36.56414032,523,10,5,5,0,10,1715,1844
7763,Tongling,銅陵,Xian,21,117.787499,30.953846,1687,10,5,5,0,10,1726,1894
8353,Longyang,龍陽,Xian,21,111.969971,28.911768,701,10,5,5,0,10,1658,1903
8105,Huaining,淮寧,Xian,21,114.88245392,33.733982086,601,10,4,6,0,10,1736,1862
7354,Wanquan,萬全,Xian,21,114.73473358,40.864902496,84,10,4,6,0,10,1852,1865
8522,Wuyuan,武緣,Xian,21,108.27629089,23.16676712,415,10,3,8,0,10,1744,1871
701922,Luxi Xian,瀘溪,Xian,21,117.06306,27.70296,40989,10,3,7,0,10,1835,1835
4965,Liaodong Duzhihuishisi,遼東都指揮使司,Duzhihuishisi,50,,,,10,2,8,0,10,1634,1723
8304,Anhua,安化,Xian,21,111.64538574,28.141462326,699,10,1,9,0,10,1744,1893
8931,Yongchang Fu,永昌府,Fu,62,99.166862488,25.112436295,9751,10,1,9,0,10,1630,1870
8355,Taoyuan,桃源,Xian,21,111.47776794,28.901597977,700,10,0,10,0,10,,
8749,Long'an Fu,龍安府,Fu,62,104.52972412,32.413154602,9701,10,0,10,0,10,,
4699,Jiexiu,介休,Xian,21,111.912163,37.026474,95148,9,9,2,9,0,1388,1628
6097,Baochang,保昌,Xian,21,114.302086,25.118843,42600,9,9,3,8,1,1371,1733
5506,Xinfeng,信豐,Xian,21,114.931076,25.378399,40841,9,9,5,9,0,1418,1586
4523,Neihuang,內黃,Xian,21,114.897377,35.953903,82246,9,9,5,9,0,1427,1637
6162,Hua Zhou,化州,Zhou,215,110.62531281,21.654027939,33007,9,9,2,9,0,1394,1577
5040,Yuanwu,原武,Xian,21,113.789421,34.994549,82534,9,9,5,9,0,1385,1616
4515,Wei Xian,威縣,Xian,21,115.259262,36.974178,44853,9,9,5,9,0,1445,1625
5215,Fuping,富平,Xian,21,109.161568,34.754429,70809,9,9,4,9,0,1371,1643
5336,Fuyang,富陽,Xian,21,119.947754,30.053434,40092,9,9,4,9,0,1388,1628
5227,Baoji,寶雞,Xian,21,107.140381,34.38187,70926,9,9,5,9,0,1385,1616
4385,Changping,昌平,Xian,21,116.2237,40.2221,99,9,9,9,9,0,1454,1550
7345,Dongming,東明,Xian,21,115.0888443,35.298492432,41,9,9,0,0,9,1647,1886
4466,Luancheng,欒城,Xian,21,114.652695,37.88578,44981,9,9,6,9,0,1487,1565
4856,Tai'an Zhou,泰安州,Zhou,215,117.12718964,36.188999176,86033,9,9,0,9,0,1404,1637
4436,Laishui,淶水,Xian,21,115.707802,39.391743,44943,9,9,6,9,0,1371,1625
4729,Qingyuan,清源,Xian,21,112.508995,37.557182,95624,9,9,6,9,0,1445,1643
5422,Rui'an,瑞安,Xian,21,120.630691,27.790512,40695,9,9,5,9,0,1385,1502
5629,Yiyang,益陽,Xian,21,112.335289,28.597809,41759,9,9,4,9,0,1385,1622
5669,Qiyang,祁陽,Xian,21,111.855896,26.591692,41962,9,9,7,9,0,1445,1589
5989,Fu'an,福安,Xian,21,119.646772,27.088657,40201,9,9,2,9,0,1371,1640
6057,Zhao'an,詔安,Xian,21,117.174904,23.705355,40342,9,9,4,9,0,1556,1625
5093,Hui Xian,輝縣,Xian,21,113.794144,35.458675,82280,9,9,4,9,0,1385,1631
5201,Heyang,郃陽,Xian,21,110.151016,35.242584,70308,9,9,4,9,0,1397,1622
4884,Jinxiang,金鄉,Xian,21,116.304527,35.068165,85159,9,9,3,9,0,1415,1628
4895,Juye,鉅野,Xian,21,116.08870697,35.396209717,1054,9,9,3,9,0,1397,1619
300313,Zhenhai wei,鎮海衛,Wei,176,121.119434,31.44651,,9,9,1,9,0,1484,1640
4720,Lingchuan,陵川,Xian,21,113.277008,35.778126,95715,9,9,6,9,0,1385,1571
5744,Qingshen,青神,Xian,21,103.845108,29.837276,96190,9,9,6,9,0,1418,1523
4447,Jinghai,靜海,Xian,21,116.919083,38.934357,44923,9,9,3,9,0,1499,1643
5104,Gong Xian,鞏縣,Xian,21,113.051003,34.785107,82876,9,9,4,9,0,1371,1526
6131,Raoping,饒平,Xian,21,116.822929,23.982491,42150,9,9,7,9,0,1487,1628
4639,Yancheng,鹽城,Xian,21,120.13372,33.385162,42743,9,9,4,9,0,1400,1643
6051,Longyan,龍巖,Xian,21,117.02916,25.103722,40324,9,9,2,9,0,1404,1631
6081,Sanshui,三水,Xian,21,112.828033,23.17675,42227,9,8,6,9,0,1574,1610
8151,Xiuwu,修武,Xian,21,113.43483734,35.231197357,530,9,8,1,0,9,1646,1892
4675,Ningguo,寧國,Xian,21,118.977539,30.619968,41312,9,8,5,9,0,1541,1631
9015,Qishan,岐山,Xian,21,107.62709045,34.43963623,922,9,8,1,1,8,1643,1904
8460,Wenchang,文昌,Xian,21,110.75589752,19.620952606,334,9,8,2,0,9,1736,1863
9054,Wen Xian,文縣,Xian,21,104.6780777,32.948001862,266,9,8,1,0,9,1724,1904
5595,Songzi,松滋,Xian,21,111.714066,30.345695,43717,9,8,6,9,0,1489,1625
5906,Rongchang,榮昌,Xian,21,105.596313,29.412771,44714,9,8,5,9,0,1406,1642
4643,Shuyang,沭陽,Xian,21,118.777321,34.134148,42898,9,8,6,9,0,1400,1634
5238,Yang Xian,洋縣,Xian,21,107.541725,33.221088,71021,9,8,3,9,0,1586,1634
7820,Zhangping,漳平,Xian,21,117.40402985,25.289463043,40325,9,8,2,0,9,1670,1898
5976,Fujian Buzhengsi,福建布政司,Buzhengsi,13,,,,9,8,6,9,0,1385,1622
7432,Lingchuan,陵川,Xian,21,113.27700806,35.778125763,1161,9,8,1,0,9,1646,1871
4444,Qing Xian,青縣,Xian,21,116.825432,38.580715,44918,9,8,5,9,0,1464,1598
4848,Qidong,齊東,Xian,21,117.622918,36.991348,45171,9,8,8,9,0,1400,1622
8076,Zhongmou,中牟,Xian,21,114.058685,34.731582,570,9,7,5,0,9,1663,1862
7968,Shanghe,商河,Xian,21,117.157547,37.308677673,1005,9,7,2,0,9,1658,1860
8039,Xiajin,夏津,Xian,21,116.00289154,36.950279236,995,9,7,2,0,9,1700,1880
7520,Fengxian,奉賢,Xian,21,121.6476059,30.914819717,40490,9,7,2,0,9,1745,1898
8122,Baofeng,寶豐,Xian,21,113.06117249,33.871128082,623,9,7,2,0,9,1649,1862
5575,Yingshan,應山,Xian,21,113.792595,31.74132,43663,9,7,5,9,0,1523,1607
5108,Yongning,永寧,Xian,21,111.653404,34.385807,82915,9,7,4,9,0,1342,1610
8393,Hua Xian,花縣,Xian,21,113.27298737,23.460483551,296,9,7,3,0,9,1809,1903
7445,Wanquan,萬泉,Xian,21,110.79299927,35.369998932,1142,9,7,2,0,9,1649,1903
8464,Wan Xian,萬縣,Xian,21,110.4074707,18.800624847,42492,9,7,2,0,9,1687,1898
7588,Ganyu,贛榆,Xian,21,119.08838654,34.896659851,766,9,7,2,0,9,1646,1868
7277,Boye,博野,Xian,21,115.45908356,38.457569122,29,9,6,3,0,9,1697,1874
7643,Tiantai,天台,Xian,21,121.02655792,29.13825798,40671,9,6,3,0,9,1673,1880
8757,Ba Zhou,巴州,Zhou,215,106.75476074,31.849014282,1208,9,6,3,0,9,1850,1890
8449,Puning,普寧,Xian,21,116.20600128,23.441999435,305,9,6,3,0,9,1682,1795
7935,Huichang,會昌,Xian,21,115.78302002,25.584329605,842,9,6,3,0,9,1718,1802
8832,Jiang'an,江安,Xian,21,105.0572052,28.726171494,1299,9,6,3,0,9,1769,1904
8187,Mianchi,澠池,Xian,21,111.76631165,34.765197754,547,9,6,3,0,9,1659,1883
7597,Xiao Xian,蕭縣,Xian,21,116.93383026,34.192527771,755,9,6,3,0,9,1679,1853
8679,Chongning,崇寧,Xian,21,103.82247162,30.926973343,1227,9,5,4,0,9,1742,1874
5586,Qi Zhou,蘄州,Zhou,215,115.34519958,30.062501907,43548,9,5,6,8,1,1400,1571
8606,Rong Xian,融縣,Xian,21,109.24854279,25.065443039,354,9,5,4,0,9,1736,1895
8316,Dao Zhou,道州,Zhou,215,111.59088135,25.531356812,742,9,5,6,0,9,1745,1883
7596,Suqian,宿遷,Xian,21,118.29705811,33.958301544,758,9,4,5,0,9,1709,1891
7122,Ningshuo,寧朔,Xian,21,106.27397156,38.466972351,220,9,4,5,0,9,1775,1850
7794,Chong'an,崇安,Xian,21,118.02677917,27.756025314,40235,9,4,6,0,9,1688,1859
8673,Chongqing Zhou,崇慶州,Zhou,215,103.67260742,30.636564255,1228,9,4,5,0,9,1733,1853
6792,Meitan,湄潭,Xian,21,107.47826385,27.771949768,472,9,4,5,0,9,1723,1874
8971,Baishui,白水,Xian,21,109.58705902,35.181621552,961,9,4,5,0,9,1700,1889
8825,Ziyang,資陽,Xian,21,104.65019226,30.122671127,1235,9,4,5,0,9,1771,1880
8030,Gaotang Zhou,高唐州,Zhou,215,116.23100281,36.861621857,1024,9,4,5,0,9,1646,1810
8680,Peng Xian,彭縣,Xian,21,103.94506836,30.99187851,1230,9,3,6,0,9,1886,1904
8516,Yongchun,永淳,Xian,21,108.91420746,22.804641724,450,9,3,6,0,9,1809,1874
8432,Heyuan,河源,Xian,21,114.69145966,23.736833572,298,9,3,6,0,9,1652,1836
8186,Xin'an,新安,Xian,21,112.14430237,34.733058929,553,9,2,8,0,9,1678,1709
7982,Le'an,樂安,Xian,21,118.4003067,37.049800873,1736,9,2,7,0,9,,
9003,Sanshui,三水,Xian,21,108.33258057,35.122497559,1746,9,1,8,0,9,,
8396,Xinning,新寧,Xian,21,112.79441833,22.251373291,313,9,1,8,0,9,1690,1894
700010,Shidai,石埭,Xian,21,117.945084,30.374228,41352,9,1,8,0,9,,
8375,Yuanzhou Fu,沅州府,Fu,62,109.68408203,27.447301865,9623,9,0,9,0,9,,
9066,Ganzhou Fu,甘州府,Fu,62,100.44992065,38.933113098,9532,9,0,9,0,9,1690,1690
7666,Chuzhou Fu,處州府,Fu,62,119.91300964,28.448732376,32160,9,0,9,0,9,,
4573,Wuhe,五河,Xian,21,117.879116,33.132603,43267,8,8,3,8,0,1404,1556
4591,Bo Zhou,亳州,Zhou,215,115.77090454,33.879291534,43406,8,8,5,8,0,1371,1622
4506,Ren Xian,任縣,Xian,21,114.68074,37.126076,44913,8,8,7,8,0,1481,1568
4561,Lai'an,來安,Xian,21,118.426872,32.452389,43168,8,8,5,8,0,1478,1622
5097,Xiuwu,修武,Xian,21,113.434837,35.231197,82484,8,8,3,8,0,1397,1631
