c_addr_id,addr_name,addr_name_chn,c_admin_type,c_admin_cat_code,x_coord,y_coord,CHGIS_PT_ID,elite_persons,jinshi_persons,juren_persons,ming_persons,qing_persons,first_entry_year,last_entry_year
7213,Daxing,大興,Xian,21,116.36800385,39.931427002,121525,720,459,289,1,719,1622,1903
8385,Guangzhou Fu,廣州府,Fu,62,113.25606537,23.134624481,9549,677,12,667,0,677,1655,1831
7769,Fuzhou Fu,福州府,Fu,62,119.32157898,26.073953629,32116,672,16,662,0,672,1721,1833
8293,Changsha,長沙,Xian,21,112.97813416,28.198198318,702,633,130,516,0,633,1730,1904
6034,Putian,莆田,Xian,21,119.011101,25.433954,40298,585,528,374,585,0,1371,1643
7242,Tianjin,天津,Xian,21,117.18782043,39.13697052,121,576,137,450,1,575,1643,1898
7603,Renhe,仁和,Xian,21,120.16862488,30.294124603,40081,561,396,199,0,561,1627,1903
7602,Qiantang,錢塘,Xian,21,120.16862488,30.294124603,40079,558,382,213,2,556,1621,1904
7852,Nanchang,南昌,Xian,21,115.89772034,28.67489624,794,527,162,371,2,525,1622,1904
7770,Min Xian,閩縣,Xian,21,119.32157898,26.073953629,40172,463,328,153,0,463,1631,1905
5993,Jinjiang,晉江,Xian,21,118.589905,24.909641,40257,427,402,208,426,1,1371,1643
7214,Wanping,宛平,Xian,21,116.36800385,39.931427002,109,423,276,163,0,423,1642,1904
7211,Shuntian Fu,順天府,Fu,62,116.36800385,39.931427002,9513,423,30,395,0,423,1646,1856
7530,Wujin,武進,Xian,21,119.95230103,31.782783508,40459,412,271,158,2,410,1534,1903
5401,Yuyao,餘姚,Xian,21,121.152763,30.049067,40788,396,379,277,394,2,1385,1833
7654,Xi'an,西安,Xian,21,118.86764526,28.956821442,40648,390,22,369,0,390,1658,1874
8610,Lingui,臨桂,Xian,21,110.28626251,25.280059814,356,374,196,192,0,374,1657,1904
7771,Houguan,侯官,Xian,21,119.32157898,26.073953629,40178,372,259,124,0,372,1640,1905
8669,Chengdu,成都,Xian,21,104.0779953,30.650384903,1234,372,35,339,0,372,1690,1903
8609,Guilin Fu,桂林府,Fu,62,110.28626251,25.280059814,9557,371,5,368,0,371,1714,1895
8072,He'nan Sheng,河南省,Sheng,137,114.34333038,34.785476685,25004,358,136,227,0,358,1646,1892
7539,Wu Xian,吳縣,Xian,21,120.618622,31.31271,40406,350,241,124,3,347,1628,1904
7684,Shaoxing Fu,紹興府,Fu,62,120.57826233,30.004514694,32185,346,10,338,0,346,1667,1833
8208,Hanyang,漢陽,Xian,21,114.26192474,30.544374466,664,326,80,251,0,326,1649,1904
8964,Tongzhou Fu,同州府,Fu,62,109.939,34.79724,9660,315,5,310,0,315,1647,1768
4605,Huating,華亭,Xian,21,121.227638,31.009476,40495,303,296,162,302,1,1341,1649
5430,Nanchang,南昌,Xian,21,115.89772,28.674896,41095,298,214,219,297,1,1371,1821
7620,Jiaxing,嘉興,Xian,21,120.75320435,30.767469406,40057,297,88,218,0,297,1643,1903
7601,Hangzhou Fu,杭州府,Fu,62,120.16862488,30.294124603,32337,290,14,277,0,290,1655,1833
7628,Yin Xian,鄞縣,Xian,21,121.54265594,29.866315842,40743,289,161,145,0,289,1624,1904
4611,Wujin,武進,Xian,21,119.952301,31.782784,40459,288,230,171,285,3,1385,1664
5407,Yin Xian,鄞縣,Xian,21,121.542656,29.866316,40743,286,278,158,281,5,1371,1679
5432,Fengcheng,豐城,Xian,21,115.785782,28.197754,41106,280,235,171,280,0,1371,1643
7206,Yunnan,雲南,Xian,21,100.55898285,25.479091644,122613,280,13,267,0,280,1670,1895
8878,Guiyang Fu,貴陽府,Fu,62,106.70911407,26.580778122,9579,271,58,218,0,271,1666,1904
7388,Taiyuan,太原,Xian,21,112.56482697,37.873748779,94242,270,20,254,0,270,1646,1890
7685,Kuaiji,會稽,Xian,21,120.57826233,30.004514694,40763,266,153,125,0,266,1636,1904
5978,Min Xian,閩縣,Xian,21,119.321577,26.073954,40172,262,250,166,262,0,1371,1643
7084,Kunming,昆明,Xian,21,102.71035004,25.045913696,1568,261,185,87,0,261,1649,1904
7215,Tong Zhou,通州,Zhou,215,116.65880585,39.905921936,103,260,147,123,0,260,1619,1903
8074,Kaifeng Fu,開封府,Fu,62,114.34333,34.785477,44323,260,6,254,0,260,1771,1771
7949,Ji'nan Fu,濟南府,Fu,62,117.00148773,36.650131226,9673,257,4,254,0,257,1742,1742
5483,Anfu,安福,Xian,21,114.608452,27.382462,40913,256,242,157,256,0,1371,1643
7755,She Xian,歙縣,Xian,21,118.4339447,29.86577034,1719,254,129,154,0,254,1622,1904
5408,Cixi,慈溪,Xian,21,121.444199,29.979195,40732,248,236,131,248,0,1371,1643
7557,Jiangning,江寧,Xian,21,118.76898956,32.052562714,40548,248,103,150,0,248,1647,1904
4688,She Xian,歙縣,Xian,21,118.433945,29.86577,41320,246,173,156,243,3,1351,1643
8216,Wuchang,武昌,Xian,21,114.8799057,30.40271759,669,239,58,184,0,239,1655,1903
8386,Nanhai,南海,Xian,21,113.25606537,23.134624481,340,235,153,96,0,235,1652,1907
8225,Huangzhou Fu,黃州府,Fu,62,114.86549377,30.446987152,9612,235,6,230,0,235,1885,1890
4594,Changzhou,長洲,Xian,21,120.618622,31.31271,40407,233,211,149,230,3,1399,1643
4596,Kunshan,崑山,Xian,21,120.94823456,31.386108398,40396,229,211,150,227,2,1284,1643
7626,Haiyan,海鹽,Xian,21,120.93202209,30.517858505,40075,226,87,169,1,225,11,1904
5480,Taihe,泰和,Xian,21,114.89487457,26.792102814,832,224,206,112,224,0,1356,1642
7613,Gui'an,歸安,Xian,21,120.09931183,30.864963531,40128,224,163,74,0,224,1631,1895
5481,Jishui,吉水,Xian,21,115.132248,27.214367,40897,223,210,120,222,1,1371,1643
8388,Shunde,順德,Xian,21,113.25392151,22.847860336,317,221,135,99,0,221,1642,1904
7948,Shandong Sheng,山東省,Sheng,137,117.00148773,36.650131226,25010,219,180,48,0,219,1646,1904
4612,Wuxi,無錫,Xian,21,120.297668,31.574614,40447,218,212,124,216,2,5,1643
7608,Lin'an,臨安,Xian,21,119.72128296,30.231056213,40098,214,10,205,0,214,1647,1778
7706,Tongcheng,桐城,Xian,21,116.93860626,31.052280426,1712,211,154,68,0,211,1628,1903
8075,Xiangfu,祥符,Xian,21,114.34333,34.785477,579,210,161,64,0,210,1625,1904
7235,Baoding,保定,Xian,21,116.36625671,39.006217957,116,209,4,206,0,209,1646,1688
7540,Changzhou,長洲,Xian,21,120.618622,31.31271,40407,208,148,78,0,208,1642,1904
4598,Changshu,常熟,Xian,21,120.733788,31.646582,40382,206,203,124,205,1,1379,1643
4593,Wu Xian,吳縣,Xian,21,120.618622,31.31271,40406,205,196,125,204,1,1385,1667
8058,Dengzhou Fu,登州府,Fu,62,120.7405014,37.804515839,9668,205,8,197,0,205,1646,1865
7853,Xinjian,新建,Xian,21,115.89772034,28.67489624,787,201,139,73,1,200,1630,1904
8401,Zhaoqing Fu,肇慶府,Fu,62,112.45315552,23.056921005,9547,192,1,191,0,192,,
5397,Shanyin,山陰,Xian,21,120.578262,30.004515,40762,191,160,134,189,2,1264,1643
5333,Qiantang,錢塘,Xian,21,120.168625,30.294125,40079,191,154,119,190,1,1371,1654
8876,Guizhou Sheng,貴州省,Sheng,137,106.70911407,26.580778122,25002,187,154,45,0,187,1653,1904
8782,Chongqing Fu,重慶府,Fu,62,106.44494629,29.590402603,9719,186,3,183,0,186,1833,1833
7529,Changzhou Fu,常州府,Fu,62,119.95230103,31.782783508,32394,184,5,180,0,184,1768,1855
8215,Jiangxia,江夏,Xian,21,114.31919098,30.541385651,665,183,119,70,0,183,1647,1904
8049,Laizhou Fu,萊州府,Fu,62,119.93800354,37.175430298,9672,183,2,181,0,183,1736,1856
5334,Renhe,仁和,Xian,21,120.168625,30.294125,40081,177,173,102,177,0,1359,1643
7499,Shanyin,山陰,Xian,21,112.94273376,39.440437317,1087,176,140,47,0,176,1636,1904
7534,Wuxi,無錫,Xian,21,120.29766846,31.574613571,40447,175,138,44,0,175,1637,1903
7106,Jianchang,建昌,Xian,21,119.38989258,41.239494324,68,175,18,157,0,175,1697,1889
7538,Suzhou Fu,蘇州府,Fu,62,120.61862183,31.312709808,32432,175,5,171,1,174,1654,1811
7551,Dantu,丹徒,Xian,21,119.44429016,32.206489563,40570,173,126,55,0,173,1645,1904
7531,Yanghu,陽湖,Xian,21,119.95230103,31.782783508,40460,173,84,100,0,173,1691,1904
7199,Yongping,永平,Xian,21,99.519340515,25.463171005,1552,172,6,166,0,172,1874,1895
7627,Ningbo Fu,寧波府,Fu,62,121.54265594,29.866315842,32205,171,1,170,0,171,1798,1804
7604,Haining Zhou,海寧州,Zhou,215,120.53749847,30.406280518,40118,170,131,48,0,170,1636,1904
7612,Wucheng,烏程,Xian,21,120.09931183,30.864963531,40127,170,120,58,2,168,1637,1904
8387,Panyu,番禺,Xian,21,113.25606537,23.134624481,348,168,119,59,0,168,1642,1904
5471,Linchuan,臨川,Xian,21,116.351341,27.984781,40998,167,153,87,166,1,1347,1640
6066,Nanhai,南海,Xian,21,113.256066,23.134624,42197,166,157,99,165,1,1385,1688
7834,Jinjiang,晉江,Xian,21,118.58990479,24.909641266,40257,164,125,46,0,164,1639,1898
7599,Zhejiang Sheng,浙江省,Sheng,137,120.16862488,30.294124603,30015,161,41,129,0,161,1658,1903
7977,Qingzhou Fu,青州府,Fu,62,118.47827148,36.687915802,9790,161,4,157,0,161,1832,1832
7893,Nanfeng,南豐,Xian,21,116.52993011,27.214305878,824,160,105,62,0,160,1658,1898
8226,Huanggang,黃岡,Xian,21,114.86549377,30.446987152,666,157,114,48,0,157,1646,1904
7408,Pingding Zhilizhou Zhixiadifang,平定直隸州直轄地方,Zhixiadifang,213,113.62226868,37.802036285,9687,155,6,149,0,155,1792,1876
7558,Shangyuan,上元,Xian,21,118.76898956,32.052562714,40547,154,108,54,0,154,1647,1904
7689,Xiaoshan,蕭山,Xian,21,120.25893402,30.161487579,40784,154,98,61,0,154,1657,1898
7890,Nancheng,南城,Xian,21,116.62744904,27.559717178,825,152,104,53,0,152,1640,1903
7266,Xincheng,新城,Xian,21,115.98756409,39.245948792,31,151,129,32,0,151,1648,1904
7986,Zhucheng,諸城,Xian,21,119.40398407,35.993354797,1730,150,104,54,0,150,1647,1903
7528,Jiading,嘉定,Xian,21,121.24902344,31.385845184,40393,150,62,95,0,150,1652,1904
5398,Kuaiji,會稽,Xian,21,120.578262,30.004515,40763,147,131,89,147,0,1371,1643
7262,Qingyuan,清苑,Xian,21,115.48461151,38.756587982,27,146,91,58,1,145,1643,1903
7546,Changshu,常熟,Xian,21,120.733788,31.646582,40382,145,113,40,2,143,1631,1904
4690,Wuyuan,婺源,Xian,21,117.844589,29.244728,41334,144,102,94,143,1,1382,1643
8294,Shanhua,善化,Xian,21,112.97813416,28.198198318,707,144,85,66,0,144,1652,1904
8384,Guangdong Sheng,廣東省,Sheng,137,113.25606537,23.134624481,25054,144,52,96,1,143,1628,1910
8144,Huaiqing Fu,懷慶府,Fu,62,112.93698883,35.089302063,9592,144,2,142,0,144,1837,1846
7398,Fenzhou Fu,汾州府,Fu,62,111.77902985,37.263404846,9685,144,1,143,0,144,1658,1658
7570,Jiangdu,江都,Xian,21,119.43718719,32.391269684,772,143,104,45,0,143,1643,1904
5348,Haiyan,海鹽,Xian,21,120.932022,30.517859,40075,140,80,109,137,3,1328,1675
4607,Shanghai,上海,Xian,21,121.486763,31.224427,40502,139,135,78,139,0,1404,1640
5479,Luling,廬陵,Xian,21,114.971275,27.103239,40888,139,127,69,139,0,1341,1634
8178,Guangzhou Zhilizhou Zhixiadifang,光州直隸州直轄地方,Zhixiadifang,213,115.04457855,32.130302429,9590,134,1,133,0,134,1696,1822
7950,Licheng,歷城,Xian,21,117.00148773,36.650131226,1025,133,96,42,1,132,1642,1904
7250,Hejian,河間,Xian,21,116.08553314,38.435699463,54,133,29,106,0,133,1649,1904
7611,Huzhou Fu,湖州府,Fu,62,120.09931183,30.864963531,32342,133,6,127,0,133,1730,1823
7772,Changle,長樂,Xian,21,119.51883698,25.95983696,40828,132,89,49,0,132,1649,1904
7916,Ji'an Fu,吉安府,Fu,62,114.97127533,27.103239059,9646,132,4,128,0,132,1833,1874
20054,Manchu Bordered Yellow Banner,滿洲鑲黃旗,Baqi,9,,,,130,129,3,0,130,1694,1904
4599,Wujiang,吳江,Xian,21,120.637787,31.167065,40415,130,123,71,128,2,1400,1643
7856,Fengxin,奉新,Xian,21,115.37715149,28.707229614,792,130,98,37,1,129,1615,1904
5029,Xiangfu,祥符,Xian,21,114.34333,34.785477,44316,129,125,77,129,0,1385,1640
5413,Linhai,臨海,Xian,21,121.120598,28.843132,40657,129,125,78,129,0,1347,1634
5433,Jinxian,進賢,Xian,21,116.259071,28.364485,41110,129,104,75,129,0,1351,1637
7682,Pingyang,平陽,Xian,21,120.55644226,27.675718307,40687,129,3,127,0,129,1705,1892
8213,Xiaogan,孝感,Xian,21,113.91035461,30.926221848,662,128,85,48,2,126,1622,1898
4615,Yixing,宜興,Xian,21,119.814385,31.363638,40474,127,121,49,125,2,1404,1676
7700,Anqing Fu,安慶府,Fu,62,117.0346756,30.512294769,9780,126,1,125,0,126,,
7168,Wuding Zhilizhou,武定直隸州,Zhilizhou,212,102.39831543,25.535848618,9756,125,4,122,0,125,1693,1712
5839,Neijiang,內江,Xian,21,105.053894,29.580755,96406,124,118,88,124,0,1400,1637
7580,Shanyang,山陽,Xian,21,119.14110565,33.502788544,762,124,99,26,0,124,1640,1904
7622,Jiashan,嘉善,Xian,21,120.91722107,30.843824387,40059,124,94,32,0,124,1648,1890
8480,Jiaying Zhilizhou Zhixiadifang,嘉應直隸州直轄地方,Zhixiadifang,213,116.1087265,24.3074646,9546,123,5,118,0,123,1730,1876
6046,Zhangpu,漳浦,Xian,21,117.610733,24.117096,40331,121,117,69,121,0,1385,1643
7621,Xiushui,秀水,Xian,21,120.75320435,30.767469406,40058,121,86,44,0,121,1649,1904
7512,Jiangsu Sheng,江蘇省,Sheng,137,120.61862183,31.312709808,30035,121,30,95,0,121,1811,1898
7907,Ruizhou Fu,瑞州府,Fu,62,115.37227631,28.425598145,9642,121,1,120,0,121,,
7536,Yixing,宜興,Xian,21,119.81438446,31.363637924,40474,120,100,28,0,120,1647,1904
8693,Xuzhou Fu,敘州府,Fu,62,104.6163559,28.774831772,9721,119,0,119,0,119,,
5349,Pinghu,平湖,Xian,21,121.012344,30.70422,40061,118,104,65,118,0,1442,1640
8879,Guizhu,貴築,Xian,21,106.70911407,26.580778122,494,118,22,101,0,118,1681,1897
5582,Macheng,麻城,Xian,21,115.030968,31.180918,43533,117,110,61,115,2,1406,1643
8945,Sanyuan,三原,Xian,21,108.92629242,34.619747162,925,117,80,40,2,115,1640,1904
8660,Sichuan Sheng,四川省,Sheng,137,104.0779953,30.650384903,25013,117,52,68,1,116,1577,1904
5893,Fushun,富順,Xian,21,104.98831177,29.188720703,1266,114,112,63,114,0,1411,1631
8053,Wei Xian,濰縣,Xian,21,119.10649872,36.702705383,1040,114,83,37,0,114,1646,1904
7686,Shanyin,山陰,Xian,21,120.57826233,30.004514694,40762,114,17,99,0,114,1610,1891
7747,Jing Xian,涇縣,Xian,21,118.40658569,30.686710358,1690,113,69,48,0,113,1652,1898
20052,Manchu Plain White Banner,滿洲正白旗,Baqi,9,,,,112,112,2,0,112,1691,1904
5870,Ba Xian,巴縣,Xian,21,106.55870819,29.560045242,44662,112,111,75,112,0,1384,1643
7554,Liyang,溧陽,Xian,21,119.48600006,31.430706024,40589,112,86,32,0,112,1643,1886
5431,Xinjian,新建,Xian,21,115.89772,28.674896,41096,112,78,73,112,0,1388,1643
8300,Xiangtan,湘潭,Xian,21,112.91126251,27.87269783,717,112,71,45,0,112,1646,1904
8211,Huangpi,黃陂,Xian,21,114.36559296,30.875669479,667,112,70,45,1,111,1649,1904
7895,Fuzhou Fu,撫州府,Fu,62,116.35134125,27.984781265,9643,112,2,110,0,112,,
7997,Yanzhou Fu,兗州府,Fu,62,116.82369995,35.556697845,9676,112,1,111,0,112,,
7760,Wuyuan,婺源,Xian,21,117.84458923,29.244728088,41334,111,46,77,1,110,1657,1898
8153,Nanyang,南陽,Xian,21,112.53546906,33.001678467,588,111,17,94,0,111,1724,1898
8235,Anlu,安陸,Xian,21,113.68891907,31.263713837,644,110,25,87,0,110,1652,1894
8764,Tongchuan Fu,潼川府,Fu,62,105.08757019,31.094619751,9707,110,2,108,0,110,,
5983,Changle,長樂,Xian,21,119.518837,25.959837,40828,109,104,71,109,0,1371,1643
8204,Hubei Sheng,湖北省,Sheng,137,114.31919098,30.541385651,25005,109,77,35,0,109,1730,1898
8905,Zunyi,遵義,Xian,21,106.93160248,27.69562149,469,109,51,61,0,109,1669,1903
8133,Weihui Fu,衛輝府,Fu,62,114.07026672,35.410385132,9593,109,2,107,0,109,,
8655,Yulin Zhilizhou Zhixiadifang,鬱林直隸州直轄地方,Zhixiadifang,213,110.14588165,22.632095337,9567,109,2,107,0,109,1724,1729
7881,Raozhou Fu,饒州府,Fu,62,116.66383362,28.994167328,9639,107,4,103,0,107,,
7385,Shanxi Sheng,山西省,Sheng,137,112.56482697,37.873752594,25011,106,70,37,1,105,1631,1892
7850,Jiangxi Sheng,江西省,Sheng,137,115.89772034,28.67489624,25007,106,46,64,0,106,1697,1898
7535,Jinkui,金匱,Xian,21,120.29766846,31.574613571,40448,103,58,49,0,103,1730,1894
7098,Fengtian Fu,奉天府,Fu,62,123.41988373,41.788249969,9699,103,33,70,0,103,1648,1903
7550,Zhenjiang Fu,鎮江府,Fu,62,119.44429016,32.206489563,40569,103,5,98,0,103,1800,1800
5452,Yongfeng,永豐,Xian,21,118.191361,28.438469,41209,102,98,53,102,0,1347,1643
6070,Shunde,順德,Xian,21,113.253921,22.84786,42202,102,92,62,101,1,1454,1730
5402,Shangyu,上虞,Xian,21,120.973587,29.952654,40774,102,90,61,102,0,1371,1657
7623,Pinghu,平湖,Xian,21,121.01234436,30.704219818,40061,102,83,25,1,101,1615,1903
7756,Xiuning,休寧,Xian,21,118.17577362,29.781190872,1718,102,75,33,0,102,1624,1903
8145,Henei,河內,Xian,21,112.93698883,35.089302063,528,102,72,33,0,102,1646,1904
7463,Taiping,太平,Xian,21,111.27406311,35.813308716,1749,102,43,62,0,102,1652,1892
8637,Xunzhou Fu,潯州府,Fu,62,110.0716629,23.394571304,9564,102,1,101,0,102,,
6045,Longxi,龍溪,Xian,21,117.653053,24.511744,40328,101,93,54,101,0,1343,1640
7193,Shiping Zhou,石屏州,Zhou,215,102.48825836,23.719015121,1613,101,55,47,0,101,1673,1903
7475,Daizhou Zhilizhou Zhixiadifang,代州直隸州直轄地方,Zhixiadifang,213,112.94904327,39.060390472,9682,100,0,100,0,100,1765,1873
8940,Chang'an,長安,Xian,21,108.94420624,34.266605377,926,99,73,28,0,99,1646,1903
5991,Fuqing,福清,Xian,21,119.381439,25.727917,40198,98,96,56,98,0,1371,1643
5345,Xiushui,秀水,Xian,21,120.753204,30.767469,40058,98,92,62,96,2,1423,1643
7439,Puzhou Fu,蒲州府,Fu,62,110.33230591,34.835128784,9696,98,17,81,0,98,1636,1727
8125,Zhangde Fu,彰德府,Fu,62,114.34549713,36.098342896,9591,98,1,97,0,98,,
5102,Luoyang,洛陽,Xian,21,112.38263,34.665276,82840,97,96,53,97,0,1385,1643
5579,Huanggang,黃岡,Xian,21,114.865494,30.446987,43510,97,84,47,95,2,1404,1871
7618,Deqing,德清,Xian,21,120.08480072,30.553133011,40158,97,70,32,0,97,1649,1903
8179,Gushi,固始,Xian,21,115.67110443,32.183540344,521,97,61,41,2,95,1624,1904
7541,Yuanhe,元和,Xian,21,120.61862183,31.312709808,40408,97,60,39,0,97,1733,1903
7259,Renqiu,任邱,Xian,21,116.09048462,38.707668304,44868,97,40,58,0,97,1646,1892
7569,Yangzhou Fu,揚州府,Fu,62,119.43718719,32.391269684,9634,97,2,95,0,97,1739,1883
8938,Shaanxi Sheng,陝西省,Sheng,137,108.94420624,34.266605377,25009,96,77,22,0,96,1649,1903
5353,Wucheng,烏程,Xian,21,120.099312,30.864964,40127,95,93,49,94,1,1385,1643
20051,Manchu Plain Blue Banner,滿洲正藍旗,Baqi,9,,,,95,92,3,1,94,1634,1898
7237,Zhili Sheng,直隸省,Sheng,137,116.36800385,39.931427002,25052,95,92,4,0,95,1646,1892
7249,Hejian Fu,河間府,Fu,62,116.08553314,38.435699463,9508,95,2,93,0,95,1748,1748
20050,Manchu Plain Yellow Banner,滿洲正黃旗,Baqi,9,,,,94,94,3,0,94,1673,1898
8823,Zizhou Zhilizhou Zhixiadifang,資州直隸州直轄地方,Zhixiadifang,213,104.84835815,29.784748077,9718,94,0,94,0,94,,
7808,Tingzhou Fu,汀州府,Fu,62,116.34954071,25.833381653,32123,93,1,92,0,93,,
6909,Dading Fu Zhixiadifang,大定府直轄地方,Zhixiadifang,213,105.6060791,27.147026062,9571,93,0,93,0,93,1759,1903
5429,Nanchang Fu,南昌府,Fu,62,115.89772034,28.67489624,32593,92,70,41,90,2,1385,1643
8970,Pucheng,蒲城,Xian,21,109.58512115,34.955936432,939,92,65,29,1,91,1643,1903
7898,Jinxi,金谿,Xian,21,116.77626038,27.910083771,41000,92,58,38,0,92,1651,1895
8389,Dongguan,東莞,Xian,21,113.74981689,23.04662323,292,92,52,45,0,92,1655,1904
7999,Qufu,曲阜,Xian,21,116.98722839,35.598602295,1053,92,48,52,0,92,1646,1903
7177,Nanning,南寧,Xian,21,103.79677582,25.495843887,1570,92,14,79,0,92,1748,1874
4603,Taicang Zhou,太倉州,Zhou,215,121.09863281,31.451000214,40427,91,86,49,89,2,1464,1661
8057,Gaomi,高密,Xian,21,119.75256348,36.385406494,1039,91,77,15,0,91,1636,1903
7896,Linchuan,臨川,Xian,21,116.35134125,27.984781265,800,91,65,32,0,91,1652,1898
7161,Chuxiong,楚雄,Xian,21,101.54286194,25.033065796,1564,91,24,70,0,91,1673,1876
8322,Hengzhou Fu,衡州府,Fu,62,112.59703827,26.90161705,9627,91,0,91,0,91,,
5495,Xin'gan,新淦,Xian,21,115.393806,27.759735,40947,90,82,54,90,0,1347,1631
8974,Hancheng,韓城,Xian,21,110.43763733,35.465938568,950,90,69,26,2,88,1619,1895
7533,Jiangyin,江陰,Xian,21,120.26609039,31.908769608,40436,90,63,33,1,89,1622,1904
7629,Cixi,慈溪,Xian,21,121.44419861,29.979194641,40732,90,61,33,0,90,1621,1892
7244,Cang Zhou,滄州,Zhou,215,116.86196899,38.309001923,123,90,56,38,2,88,1618,1898
5343,Jiaxing,嘉興,Xian,21,120.753204,30.767469,40057,89,85,57,89,0,1411,1643
6069,Panyu,番禺,Xian,21,113.256066,23.134624,42199,89,82,52,87,2,1371,1863
5474,Jinxi,金谿,Xian,21,116.77626,27.910084,41000,89,77,47,88,1,1344,1640
5450,Guixi,貴溪,Xian,21,117.202271,28.287901,41204,88,81,52,88,0,1371,1622
7688,Yuyao,餘姚,Xian,21,121.15276337,30.049066544,40788,88,68,26,0,88,1616,1898
8933,Dali Fu,大理府,Fu,62,100.16444397,25.6978302,9753,88,3,85,0,88,1750,1897
7744,Ningguo Fu,寧國府,Fu,62,118.74250031,30.946941376,9781,88,1,87,0,88,,
5979,Houguan,侯官,Xian,21,119.321577,26.073954,40178,87,84,43,87,0,1371,1640
5354,Gui'an,歸安,Xian,21,120.099312,30.864964,40128,87,83,41,87,0,1339,1643
8050,Jiao Zhou,膠州,Zhou,215,120.00730133,36.30002594,1044,87,74,19,0,87,1631,1894
8059,Penglai,蓬萊,Xian,21,120.7405014,37.804515839,1017,87,59,29,0,87,1636,1898
8397,Xinhui,新會,Xian,21,113.03839874,22.526580811,315,87,50,37,0,87,1658,1904
7754,Huizhou Fu,徽州府,Fu,62,118.4339447,29.86577034,9788,87,4,83,0,87,1823,1875
20056,Manchu Bordered White Banner,滿洲鑲白旗,Baqi,9,,,,86,85,3,0,86,1691,1904
5998,Tong'an,同安,Xian,21,118.144119,24.736046,40260,86,82,40,86,0,1394,1643
7625,Tongxiang,桐鄉,Xian,21,120.54273987,30.641677856,40060,86,69,19,0,86,1649,1904
7695,Hefei,合肥,Xian,21,117.27645874,31.864456177,1670,86,66,21,0,86,1647,1904
7576,Yizheng,儀徵,Xian,21,119.17762756,32.267543793,42730,86,60,36,0,86,1670,1894
7516,Lou Xian,婁縣,Xian,21,121.22763824,31.009475708,40478,86,60,28,0,86,1664,1898
7224,Baodi,寶坻,Xian,21,117.30242157,39.725894928,96,86,55,35,0,86,1654,1904
7384,Fengrun,豐潤,Xian,21,118.13489532,39.827602386,20,86,50,38,0,86,1647,1903
7911,Yuanzhou Fu,袁州府,Fu,62,114.37588501,27.794265747,9645,86,1,85,0,86,1664,1664
8008,Jining Zhilizhou,濟寧直隸州,Zhilizhou,212,116.5778656,35.410430908,9677,85,83,5,0,85,1613,1904
8227,Qishui,蘄水,Xian,21,115.25203705,30.458690643,672,85,60,27,0,85,1647,1904
8617,Quan Zhou,全州,Zhou,215,111.06500244,25.931814194,360,85,39,52,0,85,1634,1904
7427,Zezhou Fu,澤州府,Fu,62,112.8391571,35.504318237,9695,85,24,61,0,85,1622,1851
4664,Tongcheng,桐城,Xian,21,116.938606,31.05228,43027,84,80,38,82,2,1382,1679
5421,Yongjia,永嘉,Xian,21,120.653221,28.018291,40701,84,80,42,84,0,1371,1625
4614,Jiangyin,江陰,Xian,21,120.26609,31.90877,40436,84,80,48,84,0,1335,1640
5335,Haining,海寧,Xian,21,120.537499,30.40628,40117,84,78,44,82,2,1385,1643
7438,Anyi,安邑,Xian,21,111.04241943,35.062000275,1151,84,68,19,1,83,1643,1903
7517,Shanghai,上海,Xian,21,121.486763,31.22442627,40502,84,64,23,1,83,1619,1903
7908,Gao'an,高安,Xian,21,115.37227631,28.425598145,793,84,50,36,0,84,1664,1904
7524,Taicang Zhilizhou Zhixiadifang,太倉直隸州直轄地方,Zhixiadifang,213,121.09863281,31.451000214,32082,84,7,80,0,84,1630,1898
7692,Xinchang,新昌,Xian,21,120.90210724,29.494653702,40777,83,61,24,1,82,1655,1895
7701,Huaining,懷寧,Xian,21,117.0346756,30.512294769,1684,83,56,28,1,82,1616,1904
7768,Fujian Sheng,福建省,Sheng,137,119.32157898,26.073953629,32116,83,43,41,0,83,1658,1890
6071,Dongguan,東莞,Xian,21,113.749817,23.046623,42205,82,74,51,82,0,1371,1643
8264,Jiangling,江陵,Xian,21,112.19077301,30.350444794,658,82,49,35,0,82,1647,1903
5878,Nanchong,南充,Xian,21,106.080727,30.798986,44557,81,78,51,81,0,1404,1637
4621,Jintan,金壇,Xian,21,119.57061768,31.74697876,40595,81,76,30,81,0,1385,1643
8067,Laiyang,萊陽,Xian,21,120.70584106,36.971164703,1043,81,71,12,0,81,1646,1903
4674,Xuancheng,宣城,Xian,21,118.7425,30.946941,41303,81,67,46,81,0,1399,1681
7572,Tai Zhou,泰州,Zhou,215,119.91123962,32.495872498,770,81,55,31,0,81,1647,1904
8242,Tianmen,天門,Xian,21,113.16411591,30.65625,1723,81,43,39,0,81,1649,1903
9045,Gongchang Fu,鞏昌府,Fu,62,104.63560486,35.007137299,9538,81,2,79,0,81,1840,1840
8773,Shunqing Fu,順慶府,Fu,62,106.08072662,30.798986435,9714,81,1,80,0,81,1702,1879
7434,Jiezhou Zhilizhou Zhixiadifang,解州直隸州直轄地方,Zhixiadifang,213,110.85543823,34.911781311,9697,81,0,81,0,81,1770,1813
7846,Dehua,德化,Xian,21,118.22921753,25.476953506,40322,80,66,16,0,80,1652,1904
4689,Xiuning,休寧,Xian,21,118.17577362,29.781190872,1718,80,63,45,79,1,1404,1643
