control_unit_id,province,control_city,control_city_chn,gadm_gid,raw_cities,case_count,case_ids,platforms,capital_or_subprovincial_city,preferred_control_year,fallback_control_year,gdp_value,gdp_unit,gdp_year,gdp_source,gdp_status,population_value,population_unit,population_year,population_source,population_status,gdp_per_capita_value,gdp_per_capita_year,gdp_per_capita_source,gdp_per_capita_status,general_public_budget_revenue,general_public_budget_revenue_unit,general_public_budget_revenue_year,general_public_budget_revenue_source,general_public_budget_revenue_status,general_public_budget_expenditure,general_public_budget_expenditure_unit,general_public_budget_expenditure_year,general_public_budget_expenditure_source,general_public_budget_expenditure_status,fiscal_self_sufficiency_value,fiscal_self_sufficiency_year,fiscal_self_sufficiency_source,fiscal_self_sufficiency_status,local_government_debt_balance,local_government_debt_balance_unit,local_government_debt_balance_year,local_government_debt_balance_source,local_government_debt_balance_status,debt_pressure_value,debt_pressure_definition,debt_pressure_year,debt_pressure_source,debt_pressure_status,government_fund_revenue,government_fund_revenue_unit,government_fund_revenue_year,government_fund_revenue_source,government_fund_revenue_status,land_conveyance_revenue,land_conveyance_revenue_unit,land_conveyance_revenue_year,land_conveyance_revenue_source,land_conveyance_revenue_status,land_finance_dependence_value,land_finance_dependence_definition,land_finance_dependence_year,land_finance_dependence_source,land_finance_dependence_status,statistical_yearbook_query,budget_final_account_query,debt_query,land_finance_query,notes
shandong_linyi,Shandong,Linyi,临沂市,CHN.23.9_1,Linyi,1,expand_sd_linyi_chengtou,临沂城市建设投资集团有限公司,0,2024,2023,6555.8,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,1094.38,10k_persons,2023,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation_prior_year,59904,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,calculated_from_2024_gdp_and_2023_population_proxy,468.51,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,976.39,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,0.479839,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,1954.90,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,4.172590,local_government_debt_balance / general_public_budget_revenue,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,265.90,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.567544,government_fund_revenue / general_public_budget_revenue proxy,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,临沂市 2024 国民经济和社会发展统计公报 GDP 常住人口,临沂市 2024 财政决算 一般公共预算收入 一般公共预算支出,临沂市 2024 地方政府债务余额 决算,临沂市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings reports Linyi 2024 GDP general-budget revenue general-budget expenditure government-fund revenue and local-government debt balance from public materials. The report states that 2024 year-end resident population was not published; resident population therefore uses the 2023 figure reported in the same table and GDP per capita is a transparent first-pass proxy. The row brings the Linyi city-construction nominal-exit case into the first-pass full-controls sample and adds a Shandong non-capital comparison.
shandong_qingdao,Shandong,Qingdao,青岛市,CHN.23.10_1,Qingdao,2,pilot_sd_002; sch_20260630_0175,青岛上合控股发展集团有限公司; 青岛城市建设投资(集团)有限责任公司,1,2024,2023,16719.46,100m_yuan,2024,https://tjgb.hongheiku.com/djs/58586.html,source_backed_official_statistical_communique_reprint,1044.25,10k_persons,2024,https://tjgb.hongheiku.com/djs/58586.html,source_backed_official_statistical_communique_reprint,160110,2024,https://tjgb.hongheiku.com/djs/58586.html,source_backed_official_statistical_communique_reprint,1339.26,100m_yuan,2024,https://www.qingdao.gov.cn/zwgk/zdgk/czxx/szfyjs/czys/202502/P020250227340443129972.pdf,source_backed_official_budget_report,1720.42,100m_yuan,2024,https://www.qingdao.gov.cn/zwgk/zdgk/czxx/szfyjs/czys/202502/P020250227340443129972.pdf,source_backed_official_budget_report,0.778449,2024,https://www.qingdao.gov.cn/zwgk/zdgk/czxx/szfyjs/czys/202502/P020250227340443129972.pdf,source_backed_official_budget_report,4382.57,100m_yuan,2024,https://www.qingdao.gov.cn/ywdt/zwyw/202502/t20250216_8955414.shtml,source_backed_official_budget_report,3.272382,local_government_debt_balance / general_public_budget_revenue,2024,https://www.qingdao.gov.cn/ywdt/zwyw/202502/t20250216_8955414.shtml,source_backed_official_budget_report,299.02,100m_yuan,2024,https://www.qingdao.gov.cn/zwgk/zdgk/czxx/szfyjs/czys/202502/P020250227340443129972.pdf,source_backed_official_budget_report,,,,,to_collect,0.223273,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.qingdao.gov.cn/zwgk/zdgk/czxx/szfyjs/czys/202502/P020250227340443129972.pdf,source_backed_official_budget_report,青岛市 2024 国民经济和社会发展统计公报 GDP 常住人口,青岛市 2024 财政决算 一般公共预算收入 一般公共预算支出,青岛市 2024 地方政府债务余额 决算,青岛市 2024 政府性基金收入 国有土地使用权出让收入 决算,Official budget-execution report and statistical-communique reprint. GDP per capita is computed from official GDP and resident-population values because the communique reports GDP and population separately. Government-fund revenue is total government-fund budget revenue and retained as a land-finance proxy.
shandong_rizhao,Shandong,Rizhao,日照市,CHN.23.11_1,Rizhao,1,sch_20260630_0132,日照城投集团有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,日照市 2024 国民经济和社会发展统计公报 GDP 常住人口,日照市 2024 财政决算 一般公共预算收入 一般公共预算支出,日照市 2024 地方政府债务余额 决算,日照市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
shandong_shouguang,Shandong,Shouguang,,,Shouguang,1,sch_20260630_0028,寿光市金旭产业发展集团有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,Shouguang 2024 国民经济和社会发展统计公报 GDP 常住人口,Shouguang 2024 财政决算 一般公共预算收入 一般公共预算支出,Shouguang 2024 地方政府债务余额 决算,Shouguang 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
shanxi_jinzhong,Shanxi,Jinzhong,晋中市,CHN.25.4_1,Jinzhong,1,exp_20260703_0008,晋中市公用基础设施投资控股(集团)有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,晋中市 2024 国民经济和社会发展统计公报 GDP 常住人口,晋中市 2024 财政决算 一般公共预算收入 一般公共预算支出,晋中市 2024 地方政府债务余额 决算,晋中市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
sichuan_chengdu,Sichuan,Chengdu,成都市,CHN.26.2_1,Chengdu,1,pilot_sc_001,成都城建投资管理集团有限责任公司,1,2024,2023,23511.3,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,2147.4,10k_persons,2024,https://www.tjnj.net/newsview.aspx?newsid=20250717155655,source_backed_official_statistical_communique_reprint,109669,2024,https://www.tjnj.net/newsview.aspx?newsid=20250717155655,source_backed_official_statistical_communique_reprint,1949.50,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,2610.39,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,0.746823,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,6206.60,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,3.183688,local_government_debt_balance / general_public_budget_revenue,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,1239.07,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.635583,government_fund_revenue / general_public_budget_revenue proxy,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-27/175477_20250627_7VJ0.pdf,source_backed_rating_report_compilation,成都市 2024 国民经济和社会发展统计公报 GDP 常住人口,成都市 2024 财政决算 一般公共预算收入 一般公共预算支出,成都市 2024 地方政府债务余额 决算,成都市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings reports Chengdu 2024 GDP general-budget revenue general-budget expenditure government-fund revenue and local-government debt balance from public materials. Resident population and official per-capita GDP come from a public statistical-communique reprint. The row brings the Chengdu nominal-exit case into the first-pass full-controls sample and adds a western provincial-capital comparison with high fiscal capacity and large statutory debt.
sichuan_leshan,Sichuan,Leshan,乐山市,CHN.26.8_1,Leshan,1,expand_sc_leshan_guozi,乐山国有资产投资运营(集团)有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,乐山市 2024 国民经济和社会发展统计公报 GDP 常住人口,乐山市 2024 财政决算 一般公共预算收入 一般公共预算支出,乐山市 2024 地方政府债务余额 决算,乐山市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
sichuan_luzhou,Sichuan,Luzhou,泸州市,CHN.26.10_1,Luzhou,1,pilot_sc_003,泸州市兴泸投资集团有限公司,0,2024,2023,2836.52,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,427.19,10k_persons,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,calculated_from_source_backed_gdp_and_per_capita_gdp,66400,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,220.60,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,492.00,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,0.448374,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,1171.30,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,5.309610,local_government_debt_balance / general_public_budget_revenue,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,179.70,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.814597,government_fund_revenue / general_public_budget_revenue proxy,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-26/185073_20250626_WW4Z.pdf,source_backed_rating_report_compilation,泸州市 2024 国民经济和社会发展统计公报 GDP 常住人口,泸州市 2024 财政决算 一般公共预算收入 一般公共预算支出,泸州市 2024 地方政府债务余额 决算,泸州市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings reports Luzhou 2024 GDP per-capita GDP general-budget revenue general-budget expenditure government-fund revenue and local-government debt balance from public materials. Resident population is calculated from source-backed GDP and per-capita GDP. The row brings the Luzhou Xinglu nominal-exit case into the first-pass full-controls sample and adds a western prefecture-level comparison with weaker fiscal self-sufficiency and sizable debt pressure.
tianjin_tianjin,Tianjin,Tianjin,天津,CHN.27.1_1,Jinghai; Tianjin Jinnan,2,expand_tj_jinghai_chengtou; expand_tj_jinnan_chengtou,天津市静海城市基础设施建设投资集团有限公司; 天津津南城市建设投资有限公司,0,2024,2023,18024.32,100m_yuan,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,1364,10k_persons,2024,https://www.tjnj.net/newsview/20250327111346,source_backed_statistical_communique_reprint,132143,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,2134.20,100m_yuan,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,3627.18,100m_yuan,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,0.588391,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,13402.54,100m_yuan,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,6.279889,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,688.56,100m_yuan,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,,,,,to_collect,0.322631,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,天津 2024 国民经济和社会发展统计公报 GDP 常住人口,天津 2024 财政决算 一般公共预算收入 一般公共预算支出,天津 2024 地方政府债务余额 决算,天津 2024 政府性基金收入 国有土地使用权出让收入 决算,Fiscal debt and GDP values from Lianhe Ratings compilation of 2022-2024 final accounts and statistical communiques; population from a 2024 statistical-communique reprint. Replace with official final-account tables before journal submission where possible.
xinjiang_urumqi,Xinjiang,Urumqi,,,Urumqi,2,expand_xj_urumqi_chengtou; sch_20260630_0056,乌鲁木齐城市建设投资(集团)有限公司; 新疆城建(集团)股份有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,Urumqi 2024 国民经济和社会发展统计公报 GDP 常住人口,Urumqi 2024 财政决算 一般公共预算收入 一般公共预算支出,Urumqi 2024 地方政府债务余额 决算,Urumqi 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
xinjiang_yili,Xinjiang,Yili,,,Yili,1,sch_20260630_0117,伊犁州国有资产投资经营有限责任公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,Yili 2024 国民经济和社会发展统计公报 GDP 常住人口,Yili 2024 财政决算 一般公共预算收入 一般公共预算支出,Yili 2024 地方政府债务余额 决算,Yili 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
yunnan_kunming,Yunnan,Kunming,昆明市,CHN.30.7_1,Kunming,1,sch_20260630_0155,昆明市交通投资集团有限责任公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,昆明市 2024 国民经济和社会发展统计公报 GDP 常住人口,昆明市 2024 财政决算 一般公共预算收入 一般公共预算支出,昆明市 2024 地方政府债务余额 决算,昆明市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
zhejiang_anji,Zhejiang,Anji,,,Anji,1,sch_20260630_0017,浙江安吉国控建设发展集团有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,Anji 2024 国民经济和社会发展统计公报 GDP 常住人口,Anji 2024 财政决算 一般公共预算收入 一般公共预算支出,Anji 2024 地方政府债务余额 决算,Anji 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
zhejiang_hangzhou,Zhejiang,Hangzhou,杭州市,CHN.31.1_1,Hangzhou,1,pilot_zj_001,杭州市城市建设投资集团有限公司,1,2024,2023,21860,100m_yuan,2024,https://tjgb.hongheiku.com/djs/57316.html,source_backed_official_statistical_communique_reprint,1262.4,10k_persons,2024,https://tjgb.hongheiku.com/djs/57316.html,source_backed_official_statistical_communique_reprint,173867,2024,https://tjgb.hongheiku.com/djs/57316.html,source_backed_official_statistical_communique_reprint,2640.30,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,2690.40,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,0.981378,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,4464.90,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,1.691058,local_government_debt_balance / general_public_budget_revenue,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,1531.0805,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,,,,,to_collect,0.579889,government_fund_revenue / general_public_budget_revenue proxy,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,source_backed_official_budget_report,杭州市 2024 国民经济和社会发展统计公报 GDP 常住人口,杭州市 2024 财政决算 一般公共预算收入 一般公共预算支出,杭州市 2024 地方政府债务余额 决算,杭州市 2024 政府性基金收入 国有土地使用权出让收入 决算,Statistical communique values are from a municipal communique reprint. Fiscal debt and government-fund values are from the official Hangzhou budget-execution and budget-draft report. The row brings the Hangzhou functional-transfer case into the first-pass full-controls sample.
zhejiang_huzhou,Zhejiang,Huzhou,湖州市,CHN.31.2_1,Huzhou,1,sch_20260630_0008,湖州莫干山国有资本控股集团有限公司,0,2024,2023,4213.4,100m_yuan,2024,https://tjgb.hongheiku.com/djs/57700.html,source_backed_official_statistical_communique_reprint,346.5,10k_persons,2024,https://tjgb.hongheiku.com/djs/57700.html,source_backed_official_statistical_communique_reprint,122057,2024,https://tjgb.hongheiku.com/djs/57700.html,source_backed_official_statistical_communique_reprint,410.73,100m_yuan,2024,https://gu.sina.cn/bd/hq/notice.php?annid=22749170&source=bdquote,source_backed_rating_report_compilation,590.47,100m_yuan,2024,https://gu.sina.cn/bd/hq/notice.php?annid=22749170&source=bdquote,calculated_from_source_backed_rating_report_fiscal_self_sufficiency,0.695600,2024,https://gu.sina.cn/bd/hq/notice.php?annid=22749170&source=bdquote,source_backed_rating_report_compilation,1611.13,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-26/152840_20250626_JCE1.pdf,source_backed_rating_report_compilation,3.922601,local_government_debt_balance / general_public_budget_revenue,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-26/152840_20250626_JCE1.pdf,source_backed_rating_report_compilation,385.08,100m_yuan,2024,https://gu.sina.cn/bd/hq/notice.php?annid=22749170&source=bdquote,source_backed_rating_report_compilation,,,,,to_collect,0.937550,government_fund_revenue / general_public_budget_revenue proxy,2024,https://gu.sina.cn/bd/hq/notice.php?annid=22749170&source=bdquote,source_backed_rating_report_compilation,湖州市 2024 国民经济和社会发展统计公报 GDP 常住人口,湖州市 2024 财政决算 一般公共预算收入 一般公共预算支出,湖州市 2024 地方政府债务余额 决算,湖州市 2024 政府性基金收入 国有土地使用权出让收入 决算,Statistical-communique values are from a public reprint sourced to Huzhou Statistics Bureau and the Huzhou survey team. General-budget revenue government-fund revenue and fiscal self-sufficiency come from a 2025 rating-report table sourced to Huzhou Finance Bureau and organized by CCXI; general-budget expenditure is calculated from the reported fiscal self-sufficiency ratio. Debt balance is cross-checked against a 2025 Lianhe tracking-rating report. The row brings the Huzhou municipal nominal-exit case into the first-pass full-controls sample.
zhejiang_jiashan,Zhejiang,Jiashan,,,Jiashan,1,sch_20260630_0035,嘉善县高新科技园区建设投资有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,Jiashan 2024 国民经济和社会发展统计公报 GDP 常住人口,Jiashan 2024 财政决算 一般公共预算收入 一般公共预算支出,Jiashan 2024 地方政府债务余额 决算,Jiashan 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
zhejiang_jiaxing,Zhejiang,Jiaxing,嘉兴市,CHN.31.3_1,Jiaxing,2,sch_20260630_0013; sch_20260630_0068,嘉兴市嘉秀发展投资控股集团有限公司; 嘉兴科技城投资发展集团有限公司,0,2024,2023,7569.53,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3059/site/attach/0/78c3082538704b178ee0a1f21d20f0d1.pdf,source_backed_official_statistical_communique,560.80,10k_persons,2024,https://tjgb.hongheiku.com/djs/57894.html,source_backed_official_statistical_communique_reprint,135267,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3059/site/attach/0/78c3082538704b178ee0a1f21d20f0d1.pdf,source_backed_official_statistical_communique,638.72,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,836.01,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,0.764010,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,2400.90,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,3.758924,local_government_debt_balance / general_public_budget_revenue,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,450.65,100m_yuan,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,,,,,to_collect,0.705552,government_fund_revenue / general_public_budget_revenue proxy,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,嘉兴市 2024 国民经济和社会发展统计公报 GDP 常住人口,嘉兴市 2024 财政决算 一般公共预算收入 一般公共预算支出,嘉兴市 2024 地方政府债务余额 决算,嘉兴市 2024 政府性基金收入 国有土地使用权出让收入 决算,Official statistical communique and municipal final-account report; population cross-checked through a statistical-communique reprint because the official PDF is intermittently blocked to command-line download.
