candidate_id,harvest_date,source,search_terms,category,publish_date,issuer_name,announcement_title,announcement_type,instrument_type,source_url,is_issuance_packet,is_noise,noise_reason,lgfv_name_signal,candidate_priority,already_human_validated,already_in_master_pool,llm_label_status,llm_label,llm_confidence,needs_source_packet,notes
sch_20260630_0142,2026-06-30,Shanghai Clearing House,投资集团,cp,2026-05-12,江苏高淳国际慢城文化旅游产业投资集团有限公司,江苏高淳国际慢城文化旅游产业投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260512_1786510.html,1,0,,产业投资,medium,0,0,pending,,,1,
sch_20260630_0143,2026-06-30,Shanghai Clearing House,城市;发展;投资集团,cp,2026-04-30,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260430_1778305.html,1,0,,城市发展投资,high,0,0,pending,,,1,
sch_20260630_0144,2026-06-30,Shanghai Clearing House,交通;建设,cp,2026-04-30,南京江宁交通建设集团有限公司,南京江宁交通建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260430_1778124.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0145,2026-06-30,Shanghai Clearing House,发展,cp,2026-04-29,青岛胶州湾发展集团有限公司,青岛胶州湾发展集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260429_1775365.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0146,2026-06-30,Shanghai Clearing House,交通;投资集团,cp,2026-04-29,广西交通投资集团有限公司,广西交通投资集团有限公司2026年度第四期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260429_1775446.html,1,0,,交通投资,medium,0,0,pending,,,1,
sch_20260630_0147,2026-06-30,Shanghai Clearing House,产投,cp,2026-04-28,乐山国有资产投资运营(集团)有限公司,乐山国有资产投资运营(集团)有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260428_1773869.html,1,0,,资产投资,medium,0,0,pending,,,1,
sch_20260630_0148,2026-06-30,Shanghai Clearing House,产投;控股集团,cp,2026-04-27,抚州市市属国有资产投资控股集团有限公司,抚州市市属国有资产投资控股集团有限公司2026年度第一期短期融资券发行材料,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260427_1772490.html,1,0,,投资控股;资产投资,medium,0,0,pending,,,1,
sch_20260630_0149,2026-06-30,Shanghai Clearing House,控股集团,cp,2026-04-27,扬州建工控股集团有限公司,扬州建工控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260427_1772498.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0150,2026-06-30,Shanghai Clearing House,建设,cp,2026-04-21,北京市政建设集团有限责任公司,北京市政建设集团有限责任公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260421_1768156.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0151,2026-06-30,Shanghai Clearing House,交通,cp,2026-04-21,石家庄市交通投资开发有限公司,石家庄市交通投资开发有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260421_1768158.html,1,0,,交通投资,medium,0,0,pending,,,1,
sch_20260630_0152,2026-06-30,Shanghai Clearing House,城建;发展;控股集团,cp,2026-04-17,亳州城建发展控股集团有限公司,亳州城建发展控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260417_1765573.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0153,2026-06-30,Shanghai Clearing House,控股集团,cp,2026-04-17,陕西建工控股集团有限公司,陕西建工控股集团有限公司2026年度第四期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260417_1765569.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0154,2026-06-30,Shanghai Clearing House,建设;城市;投资集团,cp,2026-04-15,临沂城市建设投资集团有限公司,临沂城市建设投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260415_1763854.html,1,0,,城市建设投资,high,0,0,pending,,,1,
sch_20260630_0155,2026-06-30,Shanghai Clearing House,交通;投资集团,cp,2026-04-14,昆明市交通投资集团有限责任公司,昆明市交通投资集团有限责任公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260414_1762706.html,1,0,,交通投资,medium,0,0,pending,,,1,
sch_20260630_0156,2026-06-30,Shanghai Clearing House,建设,cp,2026-04-13,中国核工业华兴建设有限公司,中国核工业华兴建设有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260413_1761908.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0157,2026-06-30,Shanghai Clearing House,控股集团,cp,2026-04-10,江西省国有资本运营控股集团有限公司,江西省国有资本运营控股集团有限公司2026年度第一期短期融资券发行文件披露,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260410_1760459.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0158,2026-06-30,Shanghai Clearing House,交通;投资集团,cp,2026-04-08,广西交通投资集团有限公司,广西交通投资集团有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260408_1758939.html,1,0,,交通投资,medium,0,0,pending,,,1,
sch_20260630_0159,2026-06-30,Shanghai Clearing House,投资集团,cp,2026-04-07,新乡投资集团有限公司,新乡投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260407_1758046.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0160,2026-06-30,Shanghai Clearing House,控股集团,cp,2026-03-30,南京高淳国有资产经营控股集团有限公司,南京高淳国有资产经营控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260330_1754161.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0161,2026-06-30,Shanghai Clearing House,控股集团,cp,2026-03-30,中国平煤神马控股集团有限公司,中国平煤神马控股集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260330_1754122.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0162,2026-06-30,Shanghai Clearing House,建设,cp,2026-03-30,中国核工业华兴建设有限公司,中国核工业华兴建设有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260330_1754142.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0163,2026-06-30,Shanghai Clearing House,交通;投资集团,cp,2026-03-27,昆明市交通投资集团有限责任公司,昆明市交通投资集团有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260327_1752928.html,1,0,,交通投资,medium,0,0,pending,,,1,
sch_20260630_0164,2026-06-30,Shanghai Clearing House,建设;城市,cp,2026-03-24,荆门市城市建设投资有限公司,荆门市城市建设投资有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260324_1750690.html,1,0,,城市建设投资,high,0,0,pending,,,1,
sch_20260630_0165,2026-06-30,Shanghai Clearing House,建设;投资集团,cp,2026-03-24,洛阳城乡建设投资集团有限公司,洛阳城乡建设投资集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260324_1750497.html,1,0,,城乡建设投资,high,0,0,pending,,,1,
sch_20260630_0166,2026-06-30,Shanghai Clearing House,城市;发展;投资集团,cp,2026-03-24,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260324_1750484.html,1,0,,城市发展投资,high,0,0,pending,,,1,
sch_20260630_0167,2026-06-30,Shanghai Clearing House,建设,cp,2026-03-23,重庆市江津区滨江新城开发建设集团有限公司,重庆市江津区滨江新城开发建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749724.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0168,2026-06-30,Shanghai Clearing House,园区;建设,cp,2026-03-23,西部(重庆)科学城江津园区开发建设集团有限公司,西部(重庆)科学城江津园区开发建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749718.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0169,2026-06-30,Shanghai Clearing House,产投,cp,2026-03-23,伊犁州国有资产投资经营有限责任公司,伊犁州国有资产投资经营有限责任公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749760.html,1,0,,资产投资,medium,0,0,pending,,,1,
sch_20260630_0170,2026-06-30,Shanghai Clearing House,建设,cp,2026-03-23,北京市政建设集团有限责任公司,北京市政建设集团有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749730.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0171,2026-06-30,Shanghai Clearing House,控股集团,cp,2026-03-23,陕西建工控股集团有限公司,陕西建工控股集团有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749758.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0172,2026-06-30,Shanghai Clearing House,交通;控股集团,cp,2026-03-23,安徽省交通控股集团有限公司,安徽省交通控股集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749694.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0173,2026-06-30,Shanghai Clearing House,建设;投资集团,cp,2026-03-23,安徽省宁国建设投资集团有限公司,安徽省宁国建设投资集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749715.html,1,0,,,low,0,0,pending,,,1,
sch_20260630_0174,2026-06-30,Shanghai Clearing House,交通;投资集团,cp,2026-03-20,广西交通投资集团有限公司,广西交通投资集团有限公司2026年度第二期短期融资券发行披露文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260320_1748334.html,1,0,,交通投资,medium,0,0,pending,,,1,
sch_20260630_0175,2026-06-30,Shanghai Clearing House,发展,cp,2026-03-18,青岛上合控股发展集团有限公司,青岛上合控股发展集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260318_1746466.html,1,0,,,low,0,0,pending,,,1,
