c_addr_id,addr_name,addr_name_chn,CHGIS_PT_ID,x_coord,y_coord,GID_2,province_name,province_name_chn,prefecture_name,prefecture_name_chn,prefecture_type,elite_persons,jinshi_persons,juren_persons,ming_persons,qing_persons
7213,Daxing,大興,121525,116.36800385,39.931427002,CHN.2.1_1,Beijing,北京|北京,Beijing,北京|北京,Municipality,720,459,289,1,719
8385,Guangzhou Fu,廣州府,9549,113.25606537,23.134624481,CHN.6.4_1,Guangdong,廣東|广东,Guangzhou,广州市,PrefectureCity,677,12,667,0,677
7769,Fuzhou Fu,福州府,32116,119.32157898,26.073953629,CHN.4.1_1,Fujian,福建,Fuzhou,福州市,PrefectureCity,672,16,662,0,672
8293,Changsha,長沙,702,112.97813416,28.198198318,CHN.14.2_1,Hunan,湖南,Changsha,长沙市|長沙市,PrefectureCity,633,130,516,0,633
6034,Putian,莆田,40298,119.011101,25.433954,CHN.4.5_1,Fujian,福建,Putian,莆田市,PrefectureCity,585,528,374,585,0
7242,Tianjin,天津,121,117.18782043,39.13697052,CHN.27.1_1,Tianjin,天津|天津,Tianjin,天津|天津,Municipality,576,137,450,1,575
7603,Renhe,仁和,40081,120.16862488,30.294124603,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,561,396,199,0,561
7602,Qiantang,錢塘,40079,120.16862488,30.294124603,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,558,382,213,2,556
7852,Nanchang,南昌,794,115.89772034,28.67489624,CHN.16.6_1,Jiangxi,江西,Nanchang,南昌市,PrefectureCity,527,162,371,2,525
7770,Min Xian,閩縣,40172,119.32157898,26.073953629,CHN.4.1_1,Fujian,福建,Fuzhou,福州市,PrefectureCity,463,328,153,0,463
5993,Jinjiang,晉江,40257,118.589905,24.909641,CHN.4.6_1,Fujian,福建,Quanzhou,泉州市,PrefectureCity,427,402,208,426,1
7214,Wanping,宛平,109,116.36800385,39.931427002,CHN.2.1_1,Beijing,北京|北京,Beijing,北京|北京,Municipality,423,276,163,0,423
7211,Shuntian Fu,順天府,9513,116.36800385,39.931427002,CHN.2.1_1,Beijing,北京|北京,Beijing,北京|北京,Municipality,423,30,395,0,423
7530,Wujin,武進,40459,119.95230103,31.782783508,CHN.15.1_1,Jiangsu,江蘇|江苏,Changzhou,常州市,PrefectureCity,412,271,158,2,410
5401,Yuyao,餘姚,40788,121.152763,30.049067,CHN.31.6_1,Zhejiang,浙江,Ningbo,宁波市,PrefectureCity,396,379,277,394,2
7654,Xi'an,西安,40648,118.86764526,28.956821442,CHN.31.7_1,Zhejiang,浙江,Quzhou,衢州市,PrefectureCity,390,22,369,0,390
8610,Lingui,臨桂,356,110.28626251,25.280059814,CHN.7.6_1,Guangxi,廣西壯族自治區|广西壮族自治区,Guilin,桂林市,PrefectureCity,374,196,192,0,374
7771,Houguan,侯官,40178,119.32157898,26.073953629,CHN.4.1_1,Fujian,福建,Fuzhou,福州市,PrefectureCity,372,259,124,0,372
8669,Chengdu,成都,1234,104.0779953,30.650384903,CHN.26.2_1,Sichuan,四川,Chengdu,成都市,PrefectureCity,372,35,339,0,372
8609,Guilin Fu,桂林府,9557,110.28626251,25.280059814,CHN.7.6_1,Guangxi,廣西壯族自治區|广西壮族自治区,Guilin,桂林市,PrefectureCity,371,5,368,0,371
8072,He'nan Sheng,河南省,25004,114.34333038,34.785476685,CHN.12.5_1,Henan,河南,Kaifeng,开封市,PrefectureCity,358,136,227,0,358
7539,Wu Xian,吳縣,40406,120.618622,31.31271,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,350,241,124,3,347
7684,Shaoxing Fu,紹興府,32185,120.57826233,30.004514694,CHN.31.8_1,Zhejiang,浙江,Shaoxing,绍兴市,PrefectureCity,346,10,338,0,346
8208,Hanyang,漢陽,664,114.26192474,30.544374466,CHN.13.12_1,Hubei,湖北,Wuhan,武汉市,PrefectureCity,326,80,251,0,326
8964,Tongzhou Fu,同州府,9660,109.939,34.79724,CHN.22.6_1,Shaanxi,陝西|陕西,Weinan,渭南市,PrefectureCity,315,5,310,0,315
4605,Huating,華亭,40495,121.227638,31.009476,CHN.24.1_1,Shanghai,上海|上海,Shanghai,上海|上海,Municipality,303,296,162,302,1
5430,Nanchang,南昌,41095,115.89772,28.674896,CHN.16.6_1,Jiangxi,江西,Nanchang,南昌市,PrefectureCity,298,214,219,297,1
7620,Jiaxing,嘉興,40057,120.75320435,30.767469406,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,297,88,218,0,297
7601,Hangzhou Fu,杭州府,32337,120.16862488,30.294124603,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,290,14,277,0,290
7628,Yin Xian,鄞縣,40743,121.54265594,29.866315842,CHN.31.6_1,Zhejiang,浙江,Ningbo,宁波市,PrefectureCity,289,161,145,0,289
4611,Wujin,武進,40459,119.952301,31.782784,CHN.15.1_1,Jiangsu,江蘇|江苏,Changzhou,常州市,PrefectureCity,288,230,171,285,3
5407,Yin Xian,鄞縣,40743,121.542656,29.866316,CHN.31.6_1,Zhejiang,浙江,Ningbo,宁波市,PrefectureCity,286,278,158,281,5
5432,Fengcheng,豐城,41106,115.785782,28.197754,CHN.16.10_1,Jiangxi,江西,Yichun,宜春市,PrefectureCity,280,235,171,280,0
7206,Yunnan,雲南,122613,100.55898285,25.479091644,CHN.30.3_1,Yunnan,雲南|云南,DaliBai,大理白族自治州,AutonomousPrefecture,280,13,267,0,280
8878,Guiyang Fu,貴陽府,9579,106.70911407,26.580778122,CHN.8.3_1,Guizhou,貴州|贵州,Guiyang,贵阳市,PrefectureCity,271,58,218,0,271
7388,Taiyuan,太原,94242,112.56482697,37.873748779,CHN.25.8_1,Shanxi,山西,Taiyuan,太原市,PrefectureCity,270,20,254,0,270
7685,Kuaiji,會稽,40763,120.57826233,30.004514694,CHN.31.8_1,Zhejiang,浙江,Shaoxing,绍兴市,PrefectureCity,266,153,125,0,266
5978,Min Xian,閩縣,40172,119.321577,26.073954,CHN.4.1_1,Fujian,福建,Fuzhou,福州市,PrefectureCity,262,250,166,262,0
7084,Kunming,昆明,1568,102.71035004,25.045913696,CHN.30.7_1,Yunnan,雲南|云南,Kunming,昆明市,PrefectureCity,261,185,87,0,261
7215,Tong Zhou,通州,103,116.65880585,39.905921936,CHN.2.1_1,Beijing,北京|北京,Beijing,北京|北京,Municipality,260,147,123,0,260
8074,Kaifeng Fu,開封府,44323,114.34333,34.785477,CHN.12.5_1,Henan,河南,Kaifeng,开封市,PrefectureCity,260,6,254,0,260
7949,Ji'nan Fu,濟南府,9673,117.00148773,36.650131226,CHN.23.5_1,Shandong,山東|山东,Jinan,济南市,PrefectureCity,257,4,254,0,257
5483,Anfu,安福,40913,114.608452,27.382462,CHN.16.3_1,Jiangxi,江西,Ji'an,吉安市,PrefectureCity,256,242,157,256,0
7755,She Xian,歙縣,1719,118.4339447,29.86577034,CHN.1.11_1,Anhui,安徽|安徽,Huangshan,黄山市,PrefectureCity,254,129,154,0,254
5408,Cixi,慈溪,40732,121.444199,29.979195,CHN.31.6_1,Zhejiang,浙江,Ningbo,宁波市,PrefectureCity,248,236,131,248,0
7557,Jiangning,江寧,40548,118.76898956,32.052562714,CHN.15.4_1,Jiangsu,江蘇|江苏,Nanjing,南京市,PrefectureCity,248,103,150,0,248
4688,She Xian,歙縣,41320,118.433945,29.86577,CHN.1.11_1,Anhui,安徽|安徽,Huangshan,黄山市,PrefectureCity,246,173,156,243,3
8216,Wuchang,武昌,669,114.8799057,30.40271759,CHN.13.2_1,Hubei,湖北,Ezhou,鄂州市,PrefectureCity,239,58,184,0,239
8386,Nanhai,南海,340,113.25606537,23.134624481,CHN.6.4_1,Guangdong,廣東|广东,Guangzhou,广州市,PrefectureCity,235,153,96,0,235
8225,Huangzhou Fu,黃州府,9612,114.86549377,30.446987152,CHN.13.2_1,Hubei,湖北,Ezhou,鄂州市,PrefectureCity,235,6,230,0,235
4594,Changzhou,長洲,40407,120.618622,31.31271,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,233,211,149,230,3
4596,Kunshan,崑山,40396,120.94823456,31.386108398,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,229,211,150,227,2
7626,Haiyan,海鹽,40075,120.93202209,30.517858505,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,226,87,169,1,225
5480,Taihe,泰和,832,114.89487457,26.792102814,CHN.16.3_1,Jiangxi,江西,Ji'an,吉安市,PrefectureCity,224,206,112,224,0
7613,Gui'an,歸安,40128,120.09931183,30.864963531,CHN.31.2_1,Zhejiang,浙江,Huzhou,湖州市,PrefectureCity,224,163,74,0,224
5481,Jishui,吉水,40897,115.132248,27.214367,CHN.16.3_1,Jiangxi,江西,Ji'an,吉安市,PrefectureCity,223,210,120,222,1
8388,Shunde,順德,317,113.25392151,22.847860336,CHN.6.3_1,Guangdong,廣東|广东,Foshan,佛山市,PrefectureCity,221,135,99,0,221
7948,Shandong Sheng,山東省,25010,117.00148773,36.650131226,CHN.23.5_1,Shandong,山東|山东,Jinan,济南市,PrefectureCity,219,180,48,0,219
4612,Wuxi,無錫,40447,120.297668,31.574614,CHN.15.9_1,Jiangsu,江蘇|江苏,Wuxi,无锡市,PrefectureCity,218,212,124,216,2
7608,Lin'an,臨安,40098,119.72128296,30.231056213,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,214,10,205,0,214
7706,Tongcheng,桐城,1712,116.93860626,31.052280426,CHN.1.1_1,Anhui,安徽|安徽,Anqing,安庆市,PrefectureCity,211,154,68,0,211
8075,Xiangfu,祥符,579,114.34333,34.785477,CHN.12.5_1,Henan,河南,Kaifeng,开封市,PrefectureCity,210,161,64,0,210
7235,Baoding,保定,116,116.36625671,39.006217957,CHN.10.6_1,Hebei,河北,Langfang,廊坊市,PrefectureCity,209,4,206,0,209
7540,Changzhou,長洲,40407,120.618622,31.31271,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,208,148,78,0,208
4598,Changshu,常熟,40382,120.733788,31.646582,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,206,203,124,205,1
4593,Wu Xian,吳縣,40406,120.618622,31.31271,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,205,196,125,204,1
8058,Dengzhou Fu,登州府,9668,120.7405014,37.804515839,CHN.23.15_1,Shandong,山東|山东,Yantai,烟台市,PrefectureCity,205,8,197,0,205
7853,Xinjian,新建,787,115.89772034,28.67489624,CHN.16.6_1,Jiangxi,江西,Nanchang,南昌市,PrefectureCity,201,139,73,1,200
8401,Zhaoqing Fu,肇慶府,9547,112.45315552,23.056921005,CHN.6.19_1,Guangdong,廣東|广东,Zhaoqing,肇庆市,PrefectureCity,192,1,191,0,192
5397,Shanyin,山陰,40762,120.578262,30.004515,CHN.31.8_1,Zhejiang,浙江,Shaoxing,绍兴市,PrefectureCity,191,160,134,189,2
5333,Qiantang,錢塘,40079,120.168625,30.294125,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,191,154,119,190,1
8876,Guizhou Sheng,貴州省,25002,106.70911407,26.580778122,CHN.8.3_1,Guizhou,貴州|贵州,Guiyang,贵阳市,PrefectureCity,187,154,45,0,187
8782,Chongqing Fu,重慶府,9719,106.44494629,29.590402603,CHN.3.1_1,Chongqing,重慶|重庆,Chongqing,重慶|重庆,Municipality,186,3,183,0,186
7529,Changzhou Fu,常州府,32394,119.95230103,31.782783508,CHN.15.1_1,Jiangsu,江蘇|江苏,Changzhou,常州市,PrefectureCity,184,5,180,0,184
8215,Jiangxia,江夏,665,114.31919098,30.541385651,CHN.13.12_1,Hubei,湖北,Wuhan,武汉市,PrefectureCity,183,119,70,0,183
8049,Laizhou Fu,萊州府,9672,119.93800354,37.175430298,CHN.23.15_1,Shandong,山東|山东,Yantai,烟台市,PrefectureCity,183,2,181,0,183
5334,Renhe,仁和,40081,120.168625,30.294125,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,177,173,102,177,0
7499,Shanyin,山陰,1087,112.94273376,39.440437317,CHN.25.7_1,Shanxi,山西,Shuozhou,朔州市,PrefectureCity,176,140,47,0,176
7534,Wuxi,無錫,40447,120.29766846,31.574613571,CHN.15.9_1,Jiangsu,江蘇|江苏,Wuxi,无锡市,PrefectureCity,175,138,44,0,175
7106,Jianchang,建昌,68,119.38989258,41.239494324,CHN.18.3_1,Liaoning,遼寧|辽宁,Chaoyang,朝阳市,PrefectureCity,175,18,157,0,175
7538,Suzhou Fu,蘇州府,32432,120.61862183,31.312709808,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,175,5,171,1,174
7551,Dantu,丹徒,40570,119.44429016,32.206489563,CHN.15.13_1,Jiangsu,江蘇|江苏,Zhenjiang,镇江市,PrefectureCity,173,126,55,0,173
7531,Yanghu,陽湖,40460,119.95230103,31.782783508,CHN.15.1_1,Jiangsu,江蘇|江苏,Changzhou,常州市,PrefectureCity,173,84,100,0,173
7199,Yongping,永平,1552,99.519340515,25.463171005,CHN.30.3_1,Yunnan,雲南|云南,DaliBai,大理白族自治州,AutonomousPrefecture,172,6,166,0,172
7627,Ningbo Fu,寧波府,32205,121.54265594,29.866315842,CHN.31.6_1,Zhejiang,浙江,Ningbo,宁波市,PrefectureCity,171,1,170,0,171
7604,Haining Zhou,海寧州,40118,120.53749847,30.406280518,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,170,131,48,0,170
7612,Wucheng,烏程,40127,120.09931183,30.864963531,CHN.31.2_1,Zhejiang,浙江,Huzhou,湖州市,PrefectureCity,170,120,58,2,168
8387,Panyu,番禺,348,113.25606537,23.134624481,CHN.6.4_1,Guangdong,廣東|广东,Guangzhou,广州市,PrefectureCity,168,119,59,0,168
5471,Linchuan,臨川,40998,116.351341,27.984781,CHN.16.1_1,Jiangxi,江西,Fuzhou,抚州市,PrefectureCity,167,153,87,166,1
6066,Nanhai,南海,42197,113.256066,23.134624,CHN.6.4_1,Guangdong,廣東|广东,Guangzhou,广州市,PrefectureCity,166,157,99,165,1
7834,Jinjiang,晉江,40257,118.58990479,24.909641266,CHN.4.6_1,Fujian,福建,Quanzhou,泉州市,PrefectureCity,164,125,46,0,164
7599,Zhejiang Sheng,浙江省,30015,120.16862488,30.294124603,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,161,41,129,0,161
7977,Qingzhou Fu,青州府,9790,118.47827148,36.687915802,CHN.23.13_1,Shandong,山東|山东,Weifang,潍坊市,PrefectureCity,161,4,157,0,161
7893,Nanfeng,南豐,824,116.52993011,27.214305878,CHN.16.1_1,Jiangxi,江西,Fuzhou,抚州市,PrefectureCity,160,105,62,0,160
8226,Huanggang,黃岡,666,114.86549377,30.446987152,CHN.13.2_1,Hubei,湖北,Ezhou,鄂州市,PrefectureCity,157,114,48,0,157
7408,Pingding Zhilizhou Zhixiadifang,平定直隸州直轄地方,9687,113.62226868,37.802036285,CHN.25.10_1,Shanxi,山西,Yangquan,阳泉市,PrefectureCity,155,6,149,0,155
7558,Shangyuan,上元,40547,118.76898956,32.052562714,CHN.15.4_1,Jiangsu,江蘇|江苏,Nanjing,南京市,PrefectureCity,154,108,54,0,154
7689,Xiaoshan,蕭山,40784,120.25893402,30.161487579,CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,PrefectureCity,154,98,61,0,154
7890,Nancheng,南城,825,116.62744904,27.559717178,CHN.16.1_1,Jiangxi,江西,Fuzhou,抚州市,PrefectureCity,152,104,53,0,152
7266,Xincheng,新城,31,115.98756409,39.245948792,CHN.10.1_1,Hebei,河北,Baoding,保定市,PrefectureCity,151,129,32,0,151
7986,Zhucheng,諸城,1730,119.40398407,35.993354797,CHN.23.13_1,Shandong,山東|山东,Weifang,潍坊市,PrefectureCity,150,104,54,0,150
7528,Jiading,嘉定,40393,121.24902344,31.385845184,CHN.24.1_1,Shanghai,上海|上海,Shanghai,上海|上海,Municipality,150,62,95,0,150
5398,Kuaiji,會稽,40763,120.578262,30.004515,CHN.31.8_1,Zhejiang,浙江,Shaoxing,绍兴市,PrefectureCity,147,131,89,147,0
7262,Qingyuan,清苑,27,115.48461151,38.756587982,CHN.10.1_1,Hebei,河北,Baoding,保定市,PrefectureCity,146,91,58,1,145
7546,Changshu,常熟,40382,120.733788,31.646582,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,145,113,40,2,143
4690,Wuyuan,婺源,41334,117.844589,29.244728,CHN.16.8_1,Jiangxi,江西,Shangrao,上饶市,PrefectureCity,144,102,94,143,1
8294,Shanhua,善化,707,112.97813416,28.198198318,CHN.14.2_1,Hunan,湖南,Changsha,长沙市|長沙市,PrefectureCity,144,85,66,0,144
8384,Guangdong Sheng,廣東省,25054,113.25606537,23.134624481,CHN.6.4_1,Guangdong,廣東|广东,Guangzhou,广州市,PrefectureCity,144,52,96,1,143
8144,Huaiqing Fu,懷慶府,9592,112.93698883,35.089302063,CHN.12.3_1,Henan,河南,Jiaozuo,焦作市,PrefectureCity,144,2,142,0,144
7398,Fenzhou Fu,汾州府,9685,111.77902985,37.263404846,CHN.25.6_1,Shanxi,山西,Luliang,吕梁市,PrefectureCity,144,1,143,0,144
7570,Jiangdu,江都,772,119.43718719,32.391269684,CHN.15.12_1,Jiangsu,江蘇|江苏,Yangzhou,扬州市,PrefectureCity,143,104,45,0,143
5348,Haiyan,海鹽,40075,120.932022,30.517859,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,140,80,109,137,3
4607,Shanghai,上海,40502,121.486763,31.224427,CHN.24.1_1,Shanghai,上海|上海,Shanghai,上海|上海,Municipality,139,135,78,139,0
5479,Luling,廬陵,40888,114.971275,27.103239,CHN.16.3_1,Jiangxi,江西,Ji'an,吉安市,PrefectureCity,139,127,69,139,0
8178,Guangzhou Zhilizhou Zhixiadifang,光州直隸州直轄地方,9590,115.04457855,32.130302429,CHN.12.14_1,Henan,河南,Xinyang,信阳市,PrefectureCity,134,1,133,0,134
7950,Licheng,歷城,1025,117.00148773,36.650131226,CHN.23.5_1,Shandong,山東|山东,Jinan,济南市,PrefectureCity,133,96,42,1,132
7250,Hejian,河間,54,116.08553314,38.435699463,CHN.10.2_1,Hebei,河北,Cangzhou,沧州市,PrefectureCity,133,29,106,0,133
7611,Huzhou Fu,湖州府,32342,120.09931183,30.864963531,CHN.31.2_1,Zhejiang,浙江,Huzhou,湖州市,PrefectureCity,133,6,127,0,133
7772,Changle,長樂,40828,119.51883698,25.95983696,CHN.4.1_1,Fujian,福建,Fuzhou,福州市,PrefectureCity,132,89,49,0,132
7916,Ji'an Fu,吉安府,9646,114.97127533,27.103239059,CHN.16.3_1,Jiangxi,江西,Ji'an,吉安市,PrefectureCity,132,4,128,0,132
4599,Wujiang,吳江,40415,120.637787,31.167065,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,130,123,71,128,2
7856,Fengxin,奉新,792,115.37715149,28.707229614,CHN.16.10_1,Jiangxi,江西,Yichun,宜春市,PrefectureCity,130,98,37,1,129
5029,Xiangfu,祥符,44316,114.34333,34.785477,CHN.12.5_1,Henan,河南,Kaifeng,开封市,PrefectureCity,129,125,77,129,0
5413,Linhai,臨海,40657,121.120598,28.843132,CHN.31.9_1,Zhejiang,浙江,Taizhou,台州市,PrefectureCity,129,125,78,129,0
5433,Jinxian,進賢,41110,116.259071,28.364485,CHN.16.6_1,Jiangxi,江西,Nanchang,南昌市,PrefectureCity,129,104,75,129,0
7682,Pingyang,平陽,40687,120.55644226,27.675718307,CHN.31.10_1,Zhejiang,浙江,Wenzhou,温州市,PrefectureCity,129,3,127,0,129
8213,Xiaogan,孝感,662,113.91035461,30.926221848,CHN.13.16_1,Hubei,湖北,Xiaogan,孝感市,PrefectureCity,128,85,48,2,126
4615,Yixing,宜興,40474,119.814385,31.363638,CHN.15.9_1,Jiangsu,江蘇|江苏,Wuxi,无锡市,PrefectureCity,127,121,49,125,2
7700,Anqing Fu,安慶府,9780,117.0346756,30.512294769,CHN.1.1_1,Anhui,安徽|安徽,Anqing,安庆市,PrefectureCity,126,1,125,0,126
7168,Wuding Zhilizhou,武定直隸州,9756,102.39831543,25.535848618,CHN.30.2_1,Yunnan,雲南|云南,ChuxiongYi,楚雄彝族自治州,AutonomousPrefecture,125,4,122,0,125
5839,Neijiang,內江,96406,105.053894,29.580755,CHN.26.15_1,Sichuan,四川,Neijiang,内江市,PrefectureCity,124,118,88,124,0
7580,Shanyang,山陽,762,119.14110565,33.502788544,CHN.15.2_1,Jiangsu,江蘇|江苏,Huai'an,淮安市,PrefectureCity,124,99,26,0,124
7622,Jiashan,嘉善,40059,120.91722107,30.843824387,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,124,94,32,0,124
8480,Jiaying Zhilizhou Zhixiadifang,嘉應直隸州直轄地方,9546,116.1087265,24.3074646,CHN.6.10_1,Guangdong,廣東|广东,Meizhou,梅州市,PrefectureCity,123,5,118,0,123
6046,Zhangpu,漳浦,40331,117.610733,24.117096,CHN.4.9_1,Fujian,福建,Zhangzhou,漳州市,PrefectureCity,121,117,69,121,0
7621,Xiushui,秀水,40058,120.75320435,30.767469406,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,121,86,44,0,121
7512,Jiangsu Sheng,江蘇省,30035,120.61862183,31.312709808,CHN.15.7_1,Jiangsu,江蘇|江苏,Suzhou,苏州市,PrefectureCity,121,30,95,0,121
7907,Ruizhou Fu,瑞州府,9642,115.37227631,28.425598145,CHN.16.10_1,Jiangxi,江西,Yichun,宜春市,PrefectureCity,121,1,120,0,121
7536,Yixing,宜興,40474,119.81438446,31.363637924,CHN.15.9_1,Jiangsu,江蘇|江苏,Wuxi,无锡市,PrefectureCity,120,100,28,0,120
8693,Xuzhou Fu,敘州府,9721,104.6163559,28.774831772,CHN.26.20_1,Sichuan,四川,Yibin,宜宾市,PrefectureCity,119,0,119,0,119
5349,Pinghu,平湖,40061,121.012344,30.70422,CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,PrefectureCity,118,104,65,118,0
8879,Guizhu,貴築,494,106.70911407,26.580778122,CHN.8.3_1,Guizhou,貴州|贵州,Guiyang,贵阳市,PrefectureCity,118,22,101,0,118
5582,Macheng,麻城,43533,115.030968,31.180918,CHN.13.3_1,Hubei,湖北,Huanggang,黄冈市,PrefectureCity,117,110,61,115,2
8945,Sanyuan,三原,925,108.92629242,34.619747162,CHN.22.8_1,Shaanxi,陝西|陕西,Xianyang,咸阳市,PrefectureCity,117,80,40,2,115
8660,Sichuan Sheng,四川省,25013,104.0779953,30.650384903,CHN.26.2_1,Sichuan,四川,Chengdu,成都市,PrefectureCity,117,52,68,1,116
5893,Fushun,富順,1266,104.98831177,29.188720703,CHN.26.21_1,Sichuan,四川,Zigong,自贡市,PrefectureCity,114,112,63,114,0
8053,Wei Xian,濰縣,1040,119.10649872,36.702705383,CHN.23.13_1,Shandong,山東|山东,Weifang,潍坊市,PrefectureCity,114,83,37,0,114
7686,Shanyin,山陰,40762,120.57826233,30.004514694,CHN.31.8_1,Zhejiang,浙江,Shaoxing,绍兴市,PrefectureCity,114,17,99,0,114
7747,Jing Xian,涇縣,1690,118.40658569,30.686710358,CHN.1.17_1,Anhui,安徽|安徽,Xuancheng,宣城市,PrefectureCity,113,69,48,0,113
5870,Ba Xian,巴縣,44662,106.55870819,29.560045242,CHN.3.1_1,Chongqing,重慶|重庆,Chongqing,重慶|重庆,Municipality,112,111,75,112,0
7554,Liyang,溧陽,40589,119.48600006,31.430706024,CHN.15.1_1,Jiangsu,江蘇|江苏,Changzhou,常州市,PrefectureCity,112,86,32,0,112
5431,Xinjian,新建,41096,115.89772,28.674896,CHN.16.6_1,Jiangxi,江西,Nanchang,南昌市,PrefectureCity,112,78,73,112,0
8300,Xiangtan,湘潭,717,112.91126251,27.87269783,CHN.14.8_1,Hunan,湖南,Xiangtan,湘潭市|湘潭市,PrefectureCity,112,71,45,0,112
8211,Huangpi,黃陂,667,114.36559296,30.875669479,CHN.13.12_1,Hubei,湖北,Wuhan,武汉市,PrefectureCity,112,70,45,1,111
7895,Fuzhou Fu,撫州府,9643,116.35134125,27.984781265,CHN.16.1_1,Jiangxi,江西,Fuzhou,抚州市,PrefectureCity,112,2,110,0,112
7997,Yanzhou Fu,兗州府,9676,116.82369995,35.556697845,CHN.23.6_1,Shandong,山東|山东,Jining,济宁市,PrefectureCity,112,1,111,0,112
7760,Wuyuan,婺源,41334,117.84458923,29.244728088,CHN.16.8_1,Jiangxi,江西,Shangrao,上饶市,PrefectureCity,111,46,77,1,110
8153,Nanyang,南陽,588,112.53546906,33.001678467,CHN.12.8_1,Henan,河南,Nanyang,南阳市,PrefectureCity,111,17,94,0,111
8235,Anlu,安陸,644,113.68891907,31.263713837,CHN.13.16_1,Hubei,湖北,Xiaogan,孝感市,PrefectureCity,110,25,87,0,110
8764,Tongchuan Fu,潼川府,9707,105.08757019,31.094619751,CHN.26.12_1,Sichuan,四川,Mianyang,绵阳市,PrefectureCity,110,2,108,0,110
5983,Changle,長樂,40828,119.518837,25.959837,CHN.4.1_1,Fujian,福建,Fuzhou,福州市,PrefectureCity,109,104,71,109,0
8204,Hubei Sheng,湖北省,25005,114.31919098,30.541385651,CHN.13.12_1,Hubei,湖北,Wuhan,武汉市,PrefectureCity,109,77,35,0,109
8905,Zunyi,遵義,469,106.93160248,27.69562149,CHN.8.9_1,Guizhou,貴州|贵州,Zunyi,遵义市,PrefectureCity,109,51,61,0,109
8133,Weihui Fu,衛輝府,9593,114.07026672,35.410385132,CHN.12.13_1,Henan,河南,Xinxiang,新乡市,PrefectureCity,109,2,107,0,109
8655,Yulin Zhilizhou Zhixiadifang,鬱林直隸州直轄地方,9567,110.14588165,22.632095337,CHN.7.14_1,Guangxi,廣西壯族自治區|广西壮族自治区,Yulin,玉林市,PrefectureCity,109,2,107,0,109
7881,Raozhou Fu,饒州府,9639,116.66383362,28.994167328,CHN.16.8_1,Jiangxi,江西,Shangrao,上饶市,PrefectureCity,107,4,103,0,107
7385,Shanxi Sheng,山西省,25011,112.56482697,37.873752594,CHN.25.8_1,Shanxi,山西,Taiyuan,太原市,PrefectureCity,106,70,37,1,105
7850,Jiangxi Sheng,江西省,25007,115.89772034,28.67489624,CHN.16.6_1,Jiangxi,江西,Nanchang,南昌市,PrefectureCity,106,46,64,0,106
7535,Jinkui,金匱,40448,120.29766846,31.574613571,CHN.15.9_1,Jiangsu,江蘇|江苏,Wuxi,无锡市,PrefectureCity,103,58,49,0,103
7098,Fengtian Fu,奉天府,9699,123.41988373,41.788249969,CHN.18.12_1,Liaoning,遼寧|辽宁,Shenyang,沈阳市,PrefectureCity,103,33,70,0,103
7550,Zhenjiang Fu,鎮江府,40569,119.44429016,32.206489563,CHN.15.13_1,Jiangsu,江蘇|江苏,Zhenjiang,镇江市,PrefectureCity,103,5,98,0,103
5452,Yongfeng,永豐,41209,118.191361,28.438469,CHN.16.8_1,Jiangxi,江西,Shangrao,上饶市,PrefectureCity,102,98,53,102,0
6070,Shunde,順德,42202,113.253921,22.84786,CHN.6.3_1,Guangdong,廣東|广东,Foshan,佛山市,PrefectureCity,102,92,62,101,1
