GID_2,NAME_1,NL_NAME_1,NAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,area_sqkm_approx
CHN.19.10_1,NeiMongol,內蒙古自治區|内蒙古自治区,Wuhai,乌海市,Dìjíshì,PrefectureCity,1539.372
CHN.19.11_1,NeiMongol,內蒙古自治區|内蒙古自治区,XilinGol,锡林郭勒盟,Méng,League,204274.706
CHN.19.12_1,NeiMongol,內蒙古自治區|内蒙古自治区,Xing'an,兴安盟,Méng,League,53387.129
CHN.20.1_1,NingxiaHui,寧夏回族自治區|宁夏回族自治区,Guyuan,固原市,Dìjíshì,PrefectureCity,11288.995
CHN.20.2_1,NingxiaHui,寧夏回族自治區|宁夏回族自治区,Shizuishan,石嘴山市,Dìjíshì,PrefectureCity,4398.781
CHN.20.3_1,NingxiaHui,寧夏回族自治區|宁夏回族自治区,Wuzhong,吴忠市,Dìjíshì,PrefectureCity,16523.440
CHN.20.4_1,NingxiaHui,寧夏回族自治區|宁夏回族自治区,Yinchuan,银川市,Dìjíshì,PrefectureCity,7214.720
CHN.20.5_1,NingxiaHui,寧夏回族自治區|宁夏回族自治区,Zhongwei,中卫市,Dìjíshì,PrefectureCity,12433.653
CHN.21.1_1,Qinghai,青海,GologTibetan,果洛藏族自治州,Zìzhìzhou,AutonomousPrefecture,76841.852
CHN.21.2_1,Qinghai,青海,GyêguTibetan,玉树藏族自治州,Zìzhìzhou,AutonomousPrefecture,245303.731
CHN.21.3_1,Qinghai,青海,HaibeiTibetan,海北藏族自治州,Zìzhìzhou,AutonomousPrefecture,31049.409
CHN.21.4_1,Qinghai,青海,Haidong,海东地区,Dìqu,Prefecture,13034.606
CHN.21.5_1,Qinghai,青海,HainanTibetan,海南藏族自治州,Zìzhìzhou,AutonomousPrefecture,45428.759
CHN.21.6_1,Qinghai,青海,HaixiMongolandTibetan,海西蒙古族藏族自治州,Zìzhìzhou,AutonomousPrefecture,279957.968
CHN.21.7_1,Qinghai,青海,HuangnanTibetan,黄南藏族自治州,Zìzhìzhou,AutonomousPrefecture,17784.550
CHN.21.8_1,Qinghai,青海,Xining,西宁市,Dìjíshì,PrefectureCity,7176.093
CHN.22.1_1,Shaanxi,陝西|陕西,Ankang,安康市,Dìjíshì,PrefectureCity,23396.472
CHN.22.2_1,Shaanxi,陝西|陕西,Baoji,宝鸡市,Dìjíshì,PrefectureCity,18144.046
CHN.22.3_1,Shaanxi,陝西|陕西,Hanzhong,汉中市,Dìjíshì,PrefectureCity,27171.089
CHN.22.4_1,Shaanxi,陝西|陕西,Shangluo,商洛市,Dìjíshì,PrefectureCity,19618.967
CHN.22.5_1,Shaanxi,陝西|陕西,Tongchuan,铜川市,Dìjíshì,PrefectureCity,2315.405
CHN.22.6_1,Shaanxi,陝西|陕西,Weinan,渭南市,Dìjíshì,PrefectureCity,13151.081
CHN.22.7_1,Shaanxi,陝西|陕西,Xi'an,西安市,Dìjíshì,PrefectureCity,10194.044
CHN.22.8_1,Shaanxi,陝西|陕西,Xianyang,咸阳市,Dìjíshì,PrefectureCity,11862.983
CHN.22.9_1,Shaanxi,陝西|陕西,Yan'an,延安市,Dìjíshì,PrefectureCity,36863.297
CHN.22.10_1,Shaanxi,陝西|陕西,Yulin,榆林市,Dìjíshì,PrefectureCity,43213.915
CHN.23.1_1,Shandong,山東|山东,Binzhou,滨州,Dìqu,Prefecture,8640.536
CHN.23.2_1,Shandong,山東|山东,Dezhou,德州市,Dìjíshì,PrefectureCity,10285.247
CHN.23.3_1,Shandong,山東|山东,Dongying,东营市,Dìjíshì,PrefectureCity,7426.053
CHN.23.4_1,Shandong,山東|山东,Heze,菏泽市,Dìjíshì,PrefectureCity,12140.987
CHN.23.5_1,Shandong,山東|山东,Jinan,济南市,Dìjíshì,PrefectureCity,8130.954
CHN.23.6_1,Shandong,山東|山东,Jining,济宁市,Dìjíshì,PrefectureCity,9535.789
CHN.23.7_1,Shandong,山東|山东,Laiwu,莱芜市,Dìjíshì,PrefectureCity,2098.461
CHN.23.8_1,Shandong,山東|山东,Liaocheng,聊城市,Dìjíshì,PrefectureCity,8615.325
CHN.23.9_1,Shandong,山東|山东,Linyi,临沂市,Dìjíshì,PrefectureCity,17151.769
CHN.23.10_1,Shandong,山東|山东,Qingdao,青岛市,Dìjíshì,PrefectureCity,10985.192
CHN.23.11_1,Shandong,山東|山东,Rizhao,日照市,Dìjíshì,PrefectureCity,5278.588
CHN.23.12_1,Shandong,山東|山东,Tai'an,泰安市,Dìjíshì,PrefectureCity,7659.343
CHN.23.13_1,Shandong,山東|山东,Weifang,潍坊市,Dìjíshì,PrefectureCity,15718.947
CHN.23.14_1,Shandong,山東|山东,Weihai,威海市,Dìjíshì,PrefectureCity,5584.833
CHN.23.15_1,Shandong,山東|山东,Yantai,烟台市,Dìjíshì,PrefectureCity,13603.597
CHN.23.16_1,Shandong,山東|山东,Zaozhuang,枣庄市,Dìjíshì,PrefectureCity,6181.350
CHN.23.17_1,Shandong,山東|山东,Zibo,淄博市,Dìjíshì,PrefectureCity,6474.820
CHN.24.1_1,Shanghai,上海|上海,Shanghai,上海|上海,Zhíxiáshì,Municipality,6886.779
CHN.25.1_1,Shanxi,山西,Changzhi,长治市,Dìjíshì,PrefectureCity,13974.532
CHN.25.2_1,Shanxi,山西,Datong,大同市,Dìjíshì,PrefectureCity,13962.752
CHN.25.3_1,Shanxi,山西,Jincheng,晋城市,Dìjíshì,PrefectureCity,9414.644
CHN.25.4_1,Shanxi,山西,Jinzhong,晋中市,Dìjíshì,PrefectureCity,16381.079
CHN.25.5_1,Shanxi,山西,Linfen,临汾市,Dìjíshì,PrefectureCity,20035.490
CHN.25.6_1,Shanxi,山西,Luliang,吕梁市,Dìjíshì,PrefectureCity,21006.587
CHN.25.7_1,Shanxi,山西,Shuozhou,朔州市,Dìjíshì,PrefectureCity,10688.302
CHN.25.8_1,Shanxi,山西,Taiyuan,太原市,Dìjíshì,PrefectureCity,6968.395
CHN.25.9_1,Shanxi,山西,Xinzhou,忻州市,Dìjíshì,PrefectureCity,25110.465
CHN.25.10_1,Shanxi,山西,Yangquan,阳泉市,Dìjíshì,PrefectureCity,4569.998
CHN.25.11_1,Shanxi,山西,Yuncheng,运城县,Dìjíshì,PrefectureCity,14252.229
CHN.26.1_1,Sichuan,四川,Bazhong,巴中市,Dìjíshì,PrefectureCity,12312.665
CHN.26.2_1,Sichuan,四川,Chengdu,成都市,Dìjíshì,PrefectureCity,10874.266
CHN.26.3_1,Sichuan,四川,Dazhou,达州市,Dìjíshì,PrefectureCity,16557.449
CHN.26.4_1,Sichuan,四川,Deyang,德阳市,Dìjíshì,PrefectureCity,5971.824
CHN.26.5_1,Sichuan,四川,GarzêTibetan,甘孜藏族自治州,Zìzhìzhou,AutonomousPrefecture,147980.125
CHN.26.6_1,Sichuan,四川,Guang'an,广安市,Dìjíshì,PrefectureCity,6356.125
CHN.26.7_1,Sichuan,四川,Guangyuan,广元市,Dìjíshì,PrefectureCity,16226.427
CHN.26.8_1,Sichuan,四川,Leshan,乐山市,Dìjíshì,PrefectureCity,12022.207
CHN.26.9_1,Sichuan,四川,LiangshanYi,凉山彝族自治州,Zìzhìzhou,AutonomousPrefecture,60070.852
CHN.26.10_1,Sichuan,四川,Luzhou,泸州市,Dìjíshì,PrefectureCity,12240.993
CHN.26.11_1,Sichuan,四川,Meishan,眉山市,Dìjíshì,PrefectureCity,8102.161
CHN.26.12_1,Sichuan,四川,Mianyang,绵阳市,Dìjíshì,PrefectureCity,20214.990
CHN.26.13_1,Sichuan,四川,Nanchong,南充市,Dìjíshì,PrefectureCity,12590.053
CHN.26.15_1,Sichuan,四川,Neijiang,内江市,Dìjíshì,PrefectureCity,2862.620
CHN.26.14_1,Sichuan,四川,Neijiang]],内江市,Dìjíshì,PrefectureCity,2530.794
CHN.26.16_1,Sichuan,四川,NgawaTibetanandQiang,阿坝藏族羌族自治州,Zìzhìzhou,AutonomousPrefecture,83967.503
CHN.26.17_1,Sichuan,四川,Panzhihua,攀枝花市,Dìjíshì,PrefectureCity,7439.394
CHN.26.18_1,Sichuan,四川,Suining,遂宁市,Dìjíshì,PrefectureCity,5333.870
CHN.26.19_1,Sichuan,四川,Ya'an,雅安市,Dìjíshì,PrefectureCity,15050.200
CHN.26.20_1,Sichuan,四川,Yibin,宜宾市,Dìjíshì,PrefectureCity,13290.018
CHN.26.21_1,Sichuan,四川,Zigong,自贡市,Dìjíshì,PrefectureCity,4378.597
CHN.26.22_1,Sichuan,四川,Ziyang,资阳市,Dìjíshì,PrefectureCity,7948.358
CHN.27.1_1,Tianjin,天津|天津,Tianjin,天津|天津,Zhíxiáshì,Municipality,11674.276
CHN.28.1_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Aksu,阿克苏地区,Dìqu,Prefecture,129656.288
CHN.28.2_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Altay,阿勒泰地区,Dìqu,Prefecture,115322.474
CHN.28.3_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Bayin'gholinMongol,巴音郭愣蒙古自治州,Zìzhìzhou,AutonomousPrefecture,474688.063
CHN.28.4_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,BörtalaMongol,博尔塔拉蒙古自治州,Zìzhìzhou,AutonomousPrefecture,24588.983
CHN.28.5_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,ChangjiHui,昌吉回族自治州,Zìzhìzhou,AutonomousPrefecture,77865.335
CHN.28.6_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Hami,哈密地区,Dìqu,Prefecture,136203.751
CHN.28.7_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,IliKazakh,伊犁哈萨克自治州,Zìzhìzhou,AutonomousPrefecture,56167.301
CHN.28.8_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Karamay,克拉玛依市,Dìjíshì,PrefectureCity,7775.894
CHN.28.9_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Kashgar,喀什地区,Dìqu,Prefecture,109494.425
Z02.28.9_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Kashgar,喀什地区,Dìqu,Prefecture,4579.686
CHN.28.10_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Khotan,和田地区,Dìqu,Prefecture,225620.678
Z03.28.10_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Khotan,和田地区,Dìqu,Prefecture,26490.651
CHN.28.11_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,KizilsuKirghiz,克孜勒苏柯尔克孜自治州,Zìzhìzhou,AutonomousPrefecture,68354.710
CHN.28.12_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Shihezi,石河子市,Dìjíshì,PrefectureCity,489.422
CHN.28.13_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Tacheng,塔城地区,Dìqu,Prefecture,95333.637
CHN.28.14_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Turfan,吐鲁番地区,Dìqu,Prefecture,68784.834
CHN.28.15_1,XinjiangUygur,新疆維吾爾自治區|新疆维吾尔自治区,Ürümqi,乌鲁木齐市,Dìjíshì,PrefectureCity,10218.519
CHN.29.1_1,Xizang,西藏自治區|西藏自治区,Chamdo,昌都地区,Dìqu,Prefecture,106192.275
CHN.29.2_1,Xizang,西藏自治區|西藏自治区,Lhasa,拉萨市,Dìjíshì,PrefectureCity,29597.956
CHN.29.3_1,Xizang,西藏自治區|西藏自治区,Nagchu,那曲地区,Dìqu,Prefecture,394716.162
CHN.29.4_1,Xizang,西藏自治區|西藏自治区,Ngari,阿里地区,Dìqu,Prefecture,291215.105
Z03.29.4_1,Xizang,西藏自治區|西藏自治区,Ngari,阿里地区,Dìqu,Prefecture,4458.829
Z08.29.4_1,Xizang,西藏自治區|西藏自治区,Ngari,阿里地区,Dìqu,Prefecture,1419.033
CHN.29.5_1,Xizang,西藏自治區|西藏自治区,Nyingtri,林芝地区,Dìqu,Prefecture,80840.459
CHN.29.6_1,Xizang,西藏自治區|西藏自治区,Shannan,山南地区,Dìqu,Prefecture,47398.344
CHN.29.7_1,Xizang,西藏自治區|西藏自治区,Shigatse,日喀则地区,Dìqu,Prefecture,181095.934
CHN.30.1_1,Yunnan,雲南|云南,Baoshan,保山市,Dìjíshì,PrefectureCity,19115.384
CHN.30.2_1,Yunnan,雲南|云南,ChuxiongYi,楚雄彝族自治州,Zìzhìzhou,AutonomousPrefecture,28519.155
CHN.30.3_1,Yunnan,雲南|云南,DaliBai,大理白族自治州,Zìzhìzhou,AutonomousPrefecture,28415.969
CHN.30.4_1,Yunnan,雲南|云南,DehongDaiandJingpo,德宏傣族景颇族自治州,Zìzhìzhou,AutonomousPrefecture,11153.518
CHN.30.5_1,Yunnan,雲南|云南,DêqênTibetan,迪庆藏族自治州,Zìzhìzhou,AutonomousPrefecture,23183.360
CHN.30.6_1,Yunnan,雲南|云南,HongheHaniandYi,红河哈尼族彝族自治州,Zìzhìzhou,AutonomousPrefecture,32277.138
CHN.30.7_1,Yunnan,雲南|云南,Kunming,昆明市,Dìjíshì,PrefectureCity,21067.763
CHN.30.8_1,Yunnan,雲南|云南,Lijiang,丽江市,Dìjíshì,PrefectureCity,20575.125
CHN.30.9_1,Yunnan,雲南|云南,Lincang,临沧市,Dìjíshì,PrefectureCity,23599.902
CHN.30.10_1,Yunnan,雲南|云南,NujiangLisu,怒江傈僳族自治州,Zìzhìzhou,AutonomousPrefecture,14550.754
CHN.30.11_1,Yunnan,雲南|云南,Pu'er,普洱市,Dìjíshì,PrefectureCity,44212.379
CHN.30.12_1,Yunnan,雲南|云南,Qujing,曲靖市,Dìjíshì,PrefectureCity,28907.177
CHN.30.13_1,Yunnan,雲南|云南,WenshanZhuangandMiao,文山壮族苗族自治州,Zìzhìzhou,AutonomousPrefecture,31602.134
CHN.30.14_1,Yunnan,雲南|云南,XishuangbannaDai,西双版纳傣族自治州,Zìzhìzhou,AutonomousPrefecture,19275.823
CHN.30.15_1,Yunnan,雲南|云南,Yuxi,玉溪市,Dìjíshì,PrefectureCity,15024.937
CHN.30.16_1,Yunnan,雲南|云南,Zhaotong,昭通市,Dìjíshì,PrefectureCity,22534.566
CHN.31.1_1,Zhejiang,浙江,Hangzhou,杭州市,Dìjíshì,PrefectureCity,17088.894
CHN.31.2_1,Zhejiang,浙江,Huzhou,湖州市,Dìjíshì,PrefectureCity,5810.064
CHN.31.3_1,Zhejiang,浙江,Jiaxing,嘉兴市,Dìjíshì,PrefectureCity,3983.318
CHN.31.4_1,Zhejiang,浙江,Jinhua,金华市,Dìjíshì,PrefectureCity,10934.315
CHN.31.5_1,Zhejiang,浙江,Lishui,丽水市,Dìjíshì,PrefectureCity,17218.758
CHN.31.6_1,Zhejiang,浙江,Ningbo,宁波市,Dìjíshì,PrefectureCity,8942.193
CHN.31.7_1,Zhejiang,浙江,Quzhou,衢州市,Dìjíshì,PrefectureCity,8867.593
CHN.31.8_1,Zhejiang,浙江,Shaoxing,绍兴市,Dìjíshì,PrefectureCity,7967.504
CHN.31.9_1,Zhejiang,浙江,Taizhou,台州市,Dìjíshì,PrefectureCity,9482.294
CHN.31.10_1,Zhejiang,浙江,Wenzhou,温州市,Dìjíshì,PrefectureCity,11424.895
CHN.31.11_1,Zhejiang,浙江,Zhoushan,舟山市,Dìjíshì,PrefectureCity,1229.225
